,Unnamed: 0,en,cn,ar,pos,cn_split
1957,1958,That table is reserved.,那张桌子被预定了。,,sent,那张 桌子 被 预定 了 。
1958,1959,That will be * night(s).,那就是*天。,,vp,那 就是 * 天 。
1959,1960,"That's my number, e-mail.",这里是我的电话号码、电邮。,,sent,这里 是 我 的 电话号码 、 电邮 。
1960,1961,That's too expensive.,太贵了。,هذا غال جدا.,sent,太贵 了 。
1961,1962,"The balance of the fare is * dollars, you have to pay it by yourself.",票价差额为*元，需要你自理。,,vp,票价 差额 为 * 元 ， 需要 你 自理 。
1962,1963,The boarding time is *,登机时间是*点。,,vp,登机 时间 是 * 点 。
1963,1964,The check-in is half an hour earlier than departure.,机场提前半小时检票。,,sent,机场 提前 半小时 检票 。
1964,1965,"The check, please.",请结帐。,الفاتورة، من فضلك.,sent,请 结帐 。
1965,1966,The current rate is * dollars per night.,现行房费是每天*元。,,vp,现行 房费 是 每天 * 元 。
1966,1967,the day after tomorrow,后天,بعد غد,np,后天
1967,1968,the day before yesterday,前天,قبل البارحة,np,前天
1968,1969,The delay is due to mechanical difficulties.,延迟出发是因为机械故障。,,sent,延迟 出发 是因为 机械故障 。
1969,1970,The dish I ordered was not fresh.,我点的菜不新鲜。,,sent,我点 的 菜 不 新鲜 。
1970,1971,The dishes are offered too slowly.,菜上的太慢了。,,sent,菜 上 的 太慢 了 。
1971,1972,The flight is delayed due to bad weather conditions.,由于天气不好航班延误了。,,sent,由于 天气 不好 航班 延误 了 。
1972,1973,The food has a funny smell.,这菜闻起来很奇怪。,,sent,这菜闻 起来 很 奇怪 。
1973,1974,The food is off.,这菜变质了。,,sent,这菜 变质 了 。
1974,1975,The food was dreadful.,这饭菜糟糕透了。,,sent,这 饭菜 糟糕 透 了 。
1975,1976,The fruit and vegetables are over there.,水果和蔬菜在那边。,,sent,水果 和 蔬菜 在 那边 。
1976,1977,The gate number is *,登机门是*号。,,vp,登机 门 是 * 号 。
1977,1978,The Gold Coast,在黄金海岸,والذهب الساحل,np,在 黄金海岸
1978,1979,The kitchen is very busy today.,今天厨房很忙。,,sent,今天 厨房 很 忙 。
1979,1980,The name is *.,名字是*。,,vp,名字 是 * 。
1980,1981,The next flight available is to *.,下一班可以登机的航班是飞往*。,,vp,下 一班 可以 登机 的 航班 是 飞往 * 。
1981,1982,The one by the window has been taken by others.,靠窗的那张已经有人预订了。,,sent,靠窗 的 那 张 已经 有人 预订 了 。
1982,1983,"The organic vegetables are marked with the blue label. Here, do you see?",有机蔬菜都有蓝色的标签。在这里，看到了吗?,,sent,有机 蔬菜 都 有 蓝色 的 标签 。 在 这里 ， 看到 了 吗 ?
1983,1984,The overhead compartments are all full.,上面的行李箱都满了。,,sent,上面 的 行李箱 都 满 了 。
1984,1985,"The passengers, in preparation for takeoff, please turn off all electronic devices.",各位乘客请注意，飞机准备起飞了，请关闭所有电子装置。,,sent,各位 乘客 请 注意 ， 飞机 准备 起飞 了 ， 请 关闭 所有 电子装置 。
1985,1986,The price will go down.,价格将会下降。,,sent,价格 将会 下降 。
1986,1987,The reservation is under chen.,是用陈的名字预订的。,,sent,是 用 陈 的 名字 预订 的 。
1987,1988,The rest is our job. Have a good trip.,余下的是我们的事，祝您旅途愉快。,,sent,余下 的 是 我们 的 事 ， 祝您 旅途愉快 。
1988,1989,The restaurant across the street is excellent.,街对面的那家餐馆不错。,,sent,街 对面 的 那家 餐馆 不错 。
1989,1990,The restaurant is so popular that you have to wait for one to two hours to get a seat.,这家餐厅太出名了，要等一两个小时才有座位。,,sent,这家 餐厅 太 出名 了 ， 要 等 一两个 小时 才 有 座位 。
1990,1991,The service is too slow.,这服务太慢了。,,sent,这 服务 太慢 了 。
1991,1992,The service was very bad.,这服务太差劲了。,,sent,这 服务 太 差劲 了 。
1992,1993,The table over there has been reserved.,那边那张桌子已经被预定了。,,sent,那边 那张 桌子 已经 被 预定 了 。
1993,1994,Then give me a double Western.,那给我来双份西餐吧。,,sent,那 给 我 来 双份 西餐 吧 。
1994,1995,there,那里,هناك,adv,那里
1995,1996,There are * of us.,一共有*个人,نحن * أشخاص,vp,一共 有 * 个人
1996,1997,There are enough seats.,还有很多座位。,,sent,还有 很多 座位 。
1997,1998,There are no direct flights.,没有直达的航班。,,sent,没有 直达 的 航班 。
1998,1999,There is a fly in my soup.,我的汤里有只苍蝇。,,sent,我 的 汤里 有 只 苍蝇 。
1999,2000,There is enough time for us for the connection.,我们有足够的时间转飞机。,,sent,我们 有 足够 的 时间 转 飞机 。
2000,2001,There is no price on this item.,这上面没有标价。,,sent,这 上面 没有 标价 。
2001,2002,There isn't anything wrong with this food.,这菜没有任何问题。,,sent,这菜 没有 任何 问题 。
2002,2003,There will be no charge for this.,这一份我们不收费。,,sent,这 一份 我们 不 收费 。
2003,2004,There's an airsickness bag in the seat pocket.,在椅兜里有呕吐袋。,,sent,在 椅 兜里 有 呕吐 袋 。
2004,2005,These eggs are overcooked.,鸡蛋过熟了。,,sent,鸡蛋 过熟 了 。
2005,2006,These eggs are raw.,鸡蛋是生的。,,sent,鸡蛋 是 生 的 。
2006,2007,These eggs are too soft/hard.,鸡蛋太软/硬了。,,sent,鸡蛋 太软 / 硬 了 。
2007,2008,These eggs are undercooked.,鸡蛋还没熟。,,sent,鸡蛋 还 没熟 。
2008,2009,These items are forbidden by law.,这些东西是违禁品。,,sent,这些 东西 是 违禁品 。
2009,2010,Thessaloniki,塞萨洛尼基,سالونيك,np,塞萨洛尼基
2010,2011,they,他们,هم,np,他们
2011,2012,they (f),她们,هن,np,她们
2012,2013,they (two people),他们,هما,np,他们
2013,2014,They are in Section B.,它们在B区。,,sent,它们 在 B 区 。
2014,2015,They are on the chelf right behind you.,就在你身后的货架上。,,sent,就 在 你 身后 的 货架 上 。
2015,2016,They're labeled on the packet.,它们在包装上有标示。,,sent,它们 在 包装 上 有 标示 。
2016,2017,This food tastes strange.,这菜味道好怪。,,sent,这菜 味道 好怪 。
2017,2018,This fork is dirty.,这个叉子是脏的。,,sent,这个 叉子 是 脏 的 。
2018,2019,This glass is chipped.,这杯子有缺口。,,sent,这 杯子 有 缺口 。
2019,2020,This glass is dirty.,这杯子是脏的。,,sent,这 杯子 是 脏 的 。
2020,2021,This glass is smeared.,这杯子有污渍。,,sent,这 杯子 有 污渍 。
2021,2022,This glass is spotted.,这杯子有斑点。,,sent,这 杯子 有 斑点 。
2022,2023,This glass is stained and it really spoiled my appetite very much.,杯子有污垢，这可真倒胃口。,,sent,杯子 有 污垢 ， 这可真 倒胃口 。
2023,2024,This glass is stained.,这杯子有污垢。,,sent,这 杯子 有 污垢 。
2024,2025,This headphone is not working. Can I have a new one?,这副耳机是坏的，能给我一副新的吗?,,sent,这 副耳机 是 坏 的 ， 能 给 我 一副 新 的 吗 ?
2025,2026,This hotel prefers cash.,本宾馆主张现金付款。,,sent,本 宾馆 主张 现金 付款 。
2026,2027,This Is Designated Non-Smoking Room.,这是指定的禁烟房间。,,sent,这是 指定 的 禁烟 房间 。
2027,2028,This is my luggage.,这是我的行李。,,sent,这 是 我 的 行李 。
2028,2029,This is not my order.,这不是我点的菜。,,sent,这 不是 我点 的 菜 。
2029,2030,This is not the right flavor.,这不是正经的味道。,,sent,这 不是 正经 的 味道 。
2030,2031,This is not what I ordered.,这不是我点的菜。,,sent,这 不是 我点 的 菜 。
2031,2032,This is on the house.,这一份由饭店出钱。,,sent,这 一份 由 饭店 出钱 。
2032,2033,This is supposed to be my seat.,这应该是我的座位了。,,sent,这 应该 是 我 的 座位 了 。
2033,2034,"This is the government's rule. For your own safety and other passangers, we need your understanding and corporation.",这是政府规定的，为了您和其他旅客的安全，请您理解和配合我们的工作。,,sent,这是 政府 规定 的 ， 为了 您 和 其他 旅客 的 安全 ， 请 您 理解 和 配合 我们 的 工作 。
2034,2035,This item is not priced.,这上面没有标价。,,sent,这 上面 没有 标价 。
2035,2036,This knife doesn't cut.,这把刀不能切了。,,sent,这 把 刀 不能 切 了 。
2036,2037,This knife is bent.,这把刀子弯了。,,sent,这 把 刀子 弯 了 。
2037,2038,This knife is blunt.,这把刀子钝了。,,sent,这 把 刀子 钝 了 。
2038,2039,This knife is not sparp.,这把刀不锋利了。,,sent,这 把 刀 不 锋利 了 。
2039,2040,This knife is so blunt that it can't even cut beancurd.,这刀太钝了，甚至连豆腐都切不了。,,sent,这刀 太钝 了 ， 甚至 连 豆腐 都 切 不了 。
2040,2041,This one is very good.,这张桌很好。,,sent,这 张桌 很 好 。
2041,2042,This restaurant is famous for the seafood.,这家餐厅以海鲜闻名。,,sent,这家 餐厅 以 海鲜 闻名 。
2042,2043,This restaurant is more expensive than that one.,这家餐馆比那一家贵得多。,,sent,这家 餐馆 比 那 一家 贵得 多 。
2043,2044,This salad is not fresh.,色拉不新鲜了。,,sent,色拉 不 新鲜 了 。
2044,2045,This shish kebab is burnt.,这份烤羊肉串烧焦了。,,sent,这份 烤羊肉串 烧焦 了 。
2045,2046,this side up,此面向上,,np,此 面向 上
2046,2047,This steak is bloody.,牛排带血过多。,,sent,牛排 带血过 多 。
2047,2048,This steak is hard/dry.,牛排太硬/干了。,,sent,牛排 太硬 / 干 了 。
2048,2049,This steak is underdone.,牛排没熟。,,sent,牛排 没熟 。
2049,2050,This table is too close to the toilet.,这张桌子离厕所太近。,,sent,这张 桌子 离 厕所 太近 。
2050,2051,This tablecloth is filthy.,这个桌布好脏。,,sent,这个 桌布 好脏 。
2051,2052,This was very impressive!,真的很棒！,كان هذا رائعا جدا!,sent,真的 很棒 ！
2052,2053,This way please.,这边请。,,sent,这边 请 。
2053,2054,this week,这个星期,هذا الأسبوع,np,这个 星期
2054,2055,thousand,一千,ألف,num,一千
2055,2056,three,三,ثلاثة,num,三
2056,2057,throat,喉咙。,حلق,np,喉咙 。
2057,2058,through,通过,,np,通过
2058,2059,Thursday,星期四,يوم الخميس,np,星期四
2059,2060,Tianjin,天津,تيانجين,np,天津
2060,2061,ticket confirm,机票确认,,np,机票 确认
2061,2062,ticket office,售票处,,np,售票处
2062,2063,Tijuana,蒂华纳,تيخوانا,np,蒂华纳
2063,2064,to,前往城市,,np,前往 城市
2064,2065,To *.,去*。,إلى *.,vp,去 * 。
2065,2066,to board a plane,上飞机,,np,上 飞机
2066,2067,to face the wind,迎风,,np,迎风
2067,2068,to fly with the wind,顺风,,np,顺风
2068,2069,to get off a plane,下飞机,,np,下 飞机
2069,2070,to lose height,降低,,np,降低
2070,2071,toast,吐司,خبز محمص,np,吐司
2071,2072,today,今天,اليوم,np,今天
2072,2073,toes,脚指。,أصابع القدم,np,脚指 。
2073,2074,Togo,多哥,ليذهب,np,多哥
2074,2075,toilet,厕所,حمام,np,厕所
2075,2076,Tokyo,东京,طوكيو,np,东京
2076,2077,toll free,免费通行,,np,免费 通行
2077,2078,tomato juice,番茄汁,,np,番茄汁
2078,2079,tomorrow,明天,غداً,np,明天
2079,2080,Tonga,汤加,تونغا,np,汤加
2080,2081,tonic water,通宁水,مياه مقوية,np,通宁水
2081,2082,toothbrush,牙刷,فرشاة أسنان,np,牙刷
2082,2083,toothpaste,牙膏,معجون أسنان,np,牙膏
2083,2084,toothpick,牙签,,np,牙签
2084,2085,toothpick tuble,牙签筒,,np,牙签筒
2085,2086,top speed,最高速度,,np,最高 速度
2086,2087,Toronto,多伦多,تورونتو,np,多伦多
2087,2088,Toulouse,图卢兹,تولوز,np,图卢兹
2088,2089,Towards the *.,靠近*,نحو ال*.,vp,靠近 *
2089,2090,train station,火车站,محطة القطار,np,火车站
2090,2091,transfer passengers,中转旅客,,np,中转 旅客
2091,2092,transfers,中转,,np,中转
2092,2093,transit,过境,,np,过境
2093,2094,Transit Passenger.,过境旅客。,,sent,过境旅客 。
2094,2095,travel agency,旅行社,,np,旅行社
2095,2096,tray,托盘,,np,托盘
2096,2097,trident,三叉戟,,np,三叉戟
2097,2098,trillion,一兆,تريليون,num,一兆
2098,2099,Trinidad & Tobago,特立尼达和多巴哥,ترينيداد وتوباجو,np,特立尼达和多巴哥
2099,2100,Tripoli,硅藻土,طرابلس,np,硅藻土
2100,2101,Trolley.,行李手推车。,,sent,行李 手推车 。
2101,2102,Try to be there by * and the airport will be crowed.,尽量*到那吧，机场人会很多的。,,vp,尽量 * 到 那 吧 ， 机场 人会 很多 的 。
2102,2103,Tuesday,星期二,يوم الثلاثاء,np,星期二
2103,2104,Tunisia,突尼斯,تونس,np,突尼斯
2104,2105,tupolev,图波列夫,,np,图波列夫
2105,2106,turbulence,飞机颠簸,,np,飞机 颠簸
2106,2107,Turkey,火鸡,ديك رومي,np,火鸡
2107,2108,Turkmenistan,土库曼斯坦,تركمانستان,np,土库曼斯坦
2108,2109,Turn around please.,请转身。,,sent,请 转身 。
2109,2110,Turn Handle.,旋转手柄。,,sent,旋转 手柄 。
2110,2111,Turn left.,左拐。,در إلى يسار.,sent,左拐 。
2111,2112,Turn right.,右拐。,در إلى يمين.,sent,右拐 。
2112,2113,Tuvalu,图瓦卢,توفالو,np,图瓦卢
2113,2114,TV,电视,‏تلفاز,np,电视
2114,2115,twenty thousand,二万,عشرون الف,num,二万
2115,2116,twin,双胞胎的,,np,双胞胎 的
2116,2117,two,二,إثنان,num,二
2117,2118,two hundred,二百,مئتين,num,二百
2118,2119,two thousand,二千,ألفين,num,二千
2119,2120,Two Way Traffic Hotel Parking.,旅馆双向停车场。,,sent,旅馆 双向 停车场 。
2120,2121,u turn ok,可以U形转弯,,np,可以 U 形 转弯
2121,2122,U-turn.,掉头。,منعطف.,sent,掉头 。
2122,2123,Uganda,乌干达,أوغندا,np,乌干达
2123,2124,Ukraine,乌克兰,أوكرانيا,np,乌克兰
2124,2125,umbrella,雨伞,مظلة,np,雨伞
2125,2126,unbutton your coat,解开外衣扣子,,np,解开 外衣 扣子
2126,2127,uncle,叔父,,np,叔父
2127,2128,undergraduate,大学肆业生,,np,大学 肆 业生
2128,2129,United Arab Emirates,阿联酋,الإمارات العربية المتحدة,np,阿联酋
2129,2130,United Kingdom,英国,المملكة المتحدة,np,英国
2130,2131,United States,美国,الولايات المتحدة الامريكانية,np,美国
2131,2132,Unplug It.,拔去电源插头。,,sent,拔 去 电源插头 。
2132,2133,upstairs,由此上楼,,np,由此 上楼
2133,2134,Uruguay,乌拉圭,أوروغواي,np,乌拉圭
2134,2135,Use Door Viewer To Identify Callers Prior To Opening Door.,开门前通过猫洞鉴别叫门人身份。,,sent,开 门前 通过 猫 洞 鉴别 叫 门人 身份 。
2135,2136,Uzbekistan,乌兹别克斯坦,أوزبكستان,np,乌兹别克斯坦
2136,2137,vacant,无人,,np,无人
2137,2138,Valencia,瓦伦西亚,فالنسيا,np,瓦伦西亚
2138,2139,Vancouver,温哥华,فانكوفر,np,温哥华
2139,2140,vanilla bean latte,拿铁香草,,np,拿 铁 香草
2140,2141,vanilla cappuccino,香草卡布奇诺,,np,香草 卡布奇诺
2141,2142,Vanuatu,瓦努阿图,فانواتو,np,瓦努阿图
2142,2143,vase,花瓶,,np,花瓶
2143,2144,Vatican City,梵蒂冈城,مدينة الفاتيكان,np,梵蒂冈城
2144,2145,vegetables,蔬菜,خضروات,np,蔬菜
2145,2146,Venezuela,委内瑞拉,فنزويلا,np,委内瑞拉
2146,2147,Venice,威尼斯,مدينة البندقية,np,威尼斯
2147,2148,Victoria,维多利亚,فيكتوريا,np,维多利亚
2148,2149,Vienna,维也纳,فيينا,np,维也纳
2149,2150,Vietnam,越南,فيتنام,np,越南
2150,2151,vinegar,醋,,np,醋
2151,2152,vip suite,贵宾候机厅,,np,贵宾 候机厅
2152,2153,VIP Suite.,贵宾候机厅。,,sent,贵宾 候机厅 。
2153,2154,visitors please register,来宾登记,,np,来宾 登记
2154,2155,vodka,伏特加,شراب فودكا,np,伏特加
2155,2156,waist,腰,خصر,np,腰
2156,2157,Wait or stay?,等待还是留下来？,انتظر أو ابقى؟,sent,等待 还是 留下来 ？
2157,2158,Wait.,等一下。,انتظر.,sent,等 一下 。
2158,2159,Waiter!,服务生！,,sent,服务生 ！
2159,2160,Waiter! I have a small problem.,服务生! 我有点问题。,,sent,服务生 !   我 有点 问题 。
2160,2161,Waiting And Boarding.,候机和登机。,,sent,候机 和 登机 。
2161,2162,waiting hall,候机厅,,np,候机厅
2162,2163,Waiting Hall.,候机厅。,,sent,候机厅 。
2163,2164,waiting lounge,候机厅,,np,候机厅
2164,2165,Waiting Lounge.,候机厅。,,sent,候机厅 。
2165,2166,waiting room,候机厅,,np,候机厅
2166,2167,Waiting Room.,候机厅。,,sent,候机厅 。
2167,2168,"Walk through the security gate, please.",请走过这个安检门。,,sent,请 走过 这个 安检门 。
2168,2169,Warm Air Hand Drier.,吹风机。,,sent,吹风机 。
2169,2170,Warn Children Of The Risk Of Death By Electric Shock.,小心孩童触电死亡。,,sent,小心 孩童 触电 死亡 。
2170,2171,Warsaw,华沙,وارسو,np,华沙
2171,2172,Watch for the *.,注意*,احذر ال*.,vp,注意 *
2172,2173,water,水,ماء,np,水
2173,2174,water glass,水杯,,np,水杯
2174,2175,we,我们,نحن,np,我们
2175,2176,We also serve sandwiches and cakes.,我们还供应三明治和蛋糕。,,sent,我们 还 供应 三明治 和 蛋糕 。
2176,2177,We Are Committed To Doing What It Takes To Make Your Stay As Comfortable As Possible.,为了让您尽可能舒适我们愿意付出一切。,,sent,为了 让 您 尽可能 舒适 我们 愿意 付出 一切 。
2177,2178,We are not responsible for items left over * days.,遗忘物品超过*天我们概不负责。,,vp,遗忘 物品 超过 * 天 我们 概不负责 。
2178,2179,We came here before they did. How come they were served first?,我们比他们先到，怎么他们先得到服务?,,sent,我们 比 他们 先到 ， 怎么 他们 先 得到 服务 ?
2179,2180,We can have another toast for that. Cheers!,为了这个我们再次祝酒，干杯！,,sent,为了 这个 我们 再次 祝酒 ， 干杯 ！
2180,2181,"We could check it in for you ,or you could have it deposited temporarily at our place for up to one month.",您可以办理托运或在我们这儿办理暂存，我们可以替您保留一个月。,,sent,您 可以 办理 托运 或 在 我们 这儿 办理 暂存 ， 我们 可以 替 您 保留 一个月 。
2181,2182,We could grab a quick bite.,我们快找点吃的吧。,,sent,我们 快 找点 吃 的 吧 。
2182,2183,We have a clearance sale today.,我们今天清仓大处理。,,sent,我们 今天 清仓 大 处理 。
2183,2184,We have a nonstop flight leaving at *.,*点半我们有一个直达航班。,,vp,* 点半 我们 有 一个 直达 航班 。
2184,2185,"We have a selection of orange, apple, grape and lemonade.",我们有橙汁、苹果汁、葡萄汁和柠檬汁。,,sent,我们 有 橙汁 、 苹果汁 、 葡萄汁 和 柠檬汁 。
2185,2186,We have a table for you now.,现在有桌子了。,,sent,现在 有 桌子 了 。
2186,2187,We have enough time to transfer the flight.,我们有足够的时间转飞机。,,sent,我们 有 足够 的 时间 转 飞机 。
2187,2188,We have free samples now.,我们现在有免费试吃。,,sent,我们 现在 有 免费 试吃 。
2188,2189,"We have single rooms, double rooms, suites and luxury suites, etc.",我们有单人房，双人房，套房和豪华套房等等。,,sent,我们 有 单人房 ， 双人房 ， 套房 和 豪华 套房 等等 。
2189,2190,We have two flights at * and *.,我们有两次航班，*和*的。,,vp,我们 有 两次 航班 ， * 和 * 的 。
2190,2191,We hope you enjoyed your flight.,我们希望你们满意这次的飞行。,,sent,我们 希望 你们 满意 这次 的 飞行 。
2191,2192,We hope you understand.,希望您能谅解。,,sent,希望 您 能 谅解 。
2192,2193,We lazed the whole afternoon away at a cafe.,我们在一家咖啡馆消磨了整个下午。,,sent,我们 在 一家 咖啡馆 消磨 了 整个 下午 。
2193,2194,We look forward to seeing you on *.,我们盼望下*见到您。,,vp,我们 盼望 下 * 见到 您 。
2194,2195,We might have cancellations. Could you call us again closer to the date?,或许有人会取消预约，请您接近哪个日期时再打电话好吗?,,sent,或许 有人 会 取消 预约 ， 请 您 接近 哪个 日期 时 再 打电话 好 吗 ?
2195,2196,We need a table for *.,我们要一张*人桌。,,vp,我们 要 一张 * 人桌 。
2196,2197,We need more milk,我们需要买点牛奶,,sent,我们 需要 买点 牛奶
2197,2198,We need to buy some soya sauce. Which aisle is the soya sauce in?,我们想买一些酱油，酱油在哪一个通道?,,sent,我们 想 买 一些 酱油 ， 酱油 在 哪 一个 通道 ?
2198,2199,We Promise To Make It Right Or You Won't Pay For That Part Of Your Stay.,我们承诺将立即整改，否则您可以拒绝支付相关服务的费用。,,sent,我们 承诺 将 立即 整改 ， 否则 您 可以 拒绝 支付 相关 服务 的 费用 。
2199,2200,We took a trip to the supermarket.,我们去超市转转。,,sent,我们 去 超市 转转 。
2200,2201,We truly regret the delay. Thank you for your cooperation and patience.,我们对此深表谦意，并感谢您的配合与耐心。,,sent,我们 对此 深表 谦意 ， 并 感谢您 的 配合 与 耐心 。
2201,2202,We were expecting you.,我们正恭候着您呢。,,sent,我们 正 恭候 着 您 呢 。
2202,2203,We will be landing at * airport.,我们即将降落在*机场。,,vp,我们 即将 降落 在 * 机场 。
2203,2204,We will have to be confiscated.,我们必须没收。,,sent,我们 必须 没收 。
2204,2205,We will inform you of the new departure time as soon as possible. Thank you.,我们将尽快通知您的新班机的起飞时候，谢谢。,,sent,我们 将 尽快 通知 您 的 新 班机 的 起飞 时候 ， 谢谢 。
2205,2206,We'd like to sit together.,我们想坐在一起。,,sent,我们 想 坐在 一起 。
2206,2207,We'd love a table for *.,我们想要张*人桌。,,vp,我们 想要 张 * 人桌 。
2207,2208,We'll be leaving on *.,我们*离开。,,vp,我们 * 离开 。
2208,2209,"We'll check you by hand, what do you think?",我们用手检，你看如何?,,sent,我们 用 手检 ， 你 看 如何 ?
2209,2210,We'll have the room ready for you.,我们会为您准备好房间。,,sent,我们 会为 您 准备 好 房间 。
2210,2211,We're fully booked.,我们都订满了。,,sent,我们 都 订满 了 。
2211,2212,We're very sorry for the delay.,我们很抱歉延误了这么长时间。,,sent,我们 很 抱歉 延误 了 这么 长时间 。
2212,2213,We've been waiting for an hour.,我们已经等了一个小时了。,,sent,我们 已经 等 了 一个 小时 了 。
2213,2214,Wednesday,星期三,يوم الأربعاء,np,星期三
2214,2215,weight,体重,,np,体重
2215,2216,welcome aboard,欢迎登机,,np,欢迎 登机
2216,2217,Welcome aboard.,欢迎登机。,,sent,欢迎 登机 。
2217,2218,Welcome to our restaurant.,欢迎光临我们饭店。,,sent,欢迎光临 我们 饭店 。
2218,2219,well,好 ,حسنا,adj,好  
2219,2220,well-educated,受过良好教育的,,np,受过 良好 教育 的
2220,2221,"Well, I'll have a cup of coffee.",好吧，我要一杯咖啡。,,sent,好 吧 ， 我要 一杯 咖啡 。
2221,2222,"Well, I've got them.",好的，我记下了。,,sent,好 的 ， 我 记下 了 。
2222,2223,Wellington,惠灵顿,ولينغتون,np,惠灵顿
2223,2224,west,西,غرب,adv,西
2224,2225,West Box,西厢,,sent,西厢
2225,2226,West Wing,西楼,,sent,西楼
2226,2227,wet paint,油漆未干,,np,油漆 未干
2227,2228,"What about something else, coffee,tea, juice, coke or beer?",其他的怎么样，咖啡、茶、果汁、可乐、或啤酒?,,sent,其他 的 怎么样 ， 咖啡 、 茶 、 果汁 、 可乐 、 或 啤酒 ?
2228,2229,What are you looking for?,您在找什么呢?,,sent,您 在 找 什么 呢 ?
2229,2230,What are you studying?,你学的是什么?,,sent,你学 的 是 什么 ?
2230,2231,What class?,要什么舱位?,,sent,要 什么 舱位 ?
2231,2232,"What coffee would you like,black coffee or white coffee?",你喜欢什么咖啡，黑咖啡还是牛奶咖啡？,,sent,你 喜欢 什么 咖啡 ， 黑 咖啡 还是 牛奶 咖啡 ？
2232,2233,What date will you check in?,你们那天入住?,,sent,你们 那天 入住 ?
2233,2234,"What date, please?",请问订哪一天?,,sent,请问 订 哪一天 ?
2234,2235,What do you do for a living?,你做什么工作?,,sent,你 做 什么 工作 ?
2235,2236,What do you do there?,你在那里从事什么工作?,,sent,你 在 那里 从事 什么 工作 ?
2236,2237,What do you do?,你做什么工作?,,sent,你 做 什么 工作 ?
2237,2238,What do you have to drink?,你们这里有什么喝的?,,sent,你们 这里 有 什么 喝 的 ?
2238,2239,What do you want exactly?,你到底想买些什么?,,sent,你 到底 想买些 什么 ?
2239,2240,What does it look like?,它是什么样子的?,,sent,它 是 什么 样子 的 ?
2240,2241,What flavor do you like?,你喜欢什么口味?,,sent,你 喜欢 什么 口味 ?
2241,2242,What is *?,*是什么？,ما *؟,vp,* 是 什么 ？
2242,2243,What is the boarding time?,什么时候登机呢?,,sent,什么 时候 登机 呢 ?
2243,2244,What is the exchange rate?,汇率多少？,ما هو سعر العملة؟,sent,汇率 多少 ？
2244,2245,"What is the fare, please?",请问票价是多少?,,sent,请问 票价 是 多少 ?
2245,2246,What is this called?,这叫什么？,ماذا يدعى هذا؟,sent,这 叫 什么 ？
2246,2247,What is this?,这是什么？,ما هذا؟,sent,这是 什么 ？
2247,2248,What is your name?,你叫什么名字？,ما اسمك؟,sent,你 叫 什么 名字 ？
2248,2249,What is your nationality?,你的国籍是哪儿?,,sent,你 的 国籍 是 哪儿 ?
2249,2250,What kind of coffee do you have?,你们这儿有什么咖啡?,,sent,你们 这儿 有 什么 咖啡 ?
2250,2251,What kind of drinks you got?,你们有什么饮料?,,sent,你们 有 什么 饮料 ?
2251,2252,What kind of room would you like?,你喜欢订哪类房间?,,sent,你 喜欢 订 哪类 房间 ?
2252,2253,What kind of seats do you want?,你需要什么样的座位?,,sent,你 需要 什么样 的 座位 ?
2253,2254,"What kind of tickets do you want, first class or economy?",你要什么类型的票，头等舱还是经济舱?,,sent,你 要 什么 类型 的 票 ， 头等舱 还是 经济舱 ?
2254,2255,What kind of work do you do?,你从事哪类工作?,,sent,你 从事 哪类 工作 ?
2255,2256,What kinds do you have?,你们都有什么果汁?,,sent,你们 都 有 什么 果汁 ?
2256,2257,What should I do about it?,我该怎么做呢?,,sent,我该 怎么 做 呢 ?
2257,2258,What sort of job do you do at *?,你在*担任什么职务?,,vp,你 在 * 担任 什么 职务 ?
2258,2259,What time do I have to be at the airport?,我什么时候到机场?,,sent,我 什么 时候 到 机场 ?
2259,2260,What time do you close?,你们几点开始关门?,,sent,你们 几点 开始 关门 ?
2260,2261,What time do you open?,你们几点开始营业?,,sent,你们 几点 开始 营业 ?
2261,2262,What time do you start check-in?,你们何时开始办理登机手续？,,sent,你们 何时 开始 办理 登机 手续 ？
2262,2263,What time does the inflight movie start?,机上电影什么时候开始播放?,,sent,机上 电影 什么 时候 开始 播放 ?
2263,2264,What time does the plane take off?,飞机何时起飞呢?,,sent,飞机 何时 起飞 呢 ?
2264,2265,What time is *?,*是什么时候？,ما هو توقيت *؟,vp,* 是 什么 时候 ？
2265,2266,What time is it?,现在几点？,كم الساعة؟,sent,现在 几点 ？
2266,2267,What time should I check in?,我应该什么时间办理登机手续呢?,,sent,我 应该 什么 时间 办理 登机 手续 呢 ?
2267,2268,What time will this bus arrive?,公车什么时候到？,متى ستصل هذه الحافلة؟,vp,公车 什么 时候 到 ？
2268,2269,What time will this train arrive?,火车什么时候到？,متى سيصل هذا القطار؟,sent,火车 什么 时候 到 ？
2269,2270,What was the date of the reservation?,保留的日期是什么呢?,,sent,保留 的 日期 是 什么 呢 ?
2270,2271,What was your order?,您点的是什么?,,sent,您 点 的 是 什么 ?
2271,2272,What would you like to drink?,你喝点什么?,,sent,你 喝点 什么 ?
2272,2273,What would you like to have for dinner?,你晚餐吃什么?,,sent,你 晚餐 吃 什么 ?
2273,2274,What would you like?,你喜欢什么？,ماذا تحب؟,sent,你 喜欢 什么 ？
2274,2275,What would you suggest?,你推荐什么?,,sent,你 推荐 什么 ?
2275,2276,What?,什么？,ماذا؟,sent,什么 ？
2276,2277,What's the baggage allowance?,行李限重是多少?,,sent,行李 限重 是 多少 ?
