,Unnamed: 0,en,cn,ar,pos
1394,1395,Moldova,摩尔多瓦,مولدوفا,np
1395,1396,Monaco,摩纳哥,موناكو,np
1396,1397,Monday,星期一,الاثنين,np
1397,1398,money,金钱,مال,np
1398,1399,money exchange,货币 兑换处,,np
1399,1400,Mongolia,蒙古,منغوليا,np
1400,1401,Montenegro,黑山,الجبل الأسود,np
1401,1402,month,月,,np
1402,1403,Montpellier,蒙彼利埃,مونبلييه,np
1403,1404,Montreal,蒙特利尔,مونتريال,np
1404,1405,more,更,أكثر,adj
1405,1406,more than,多于,أكثر من,adj
1406,1407,morning,早上,صباح,np
1407,1408,Morning. May I help you?,早上好 ， 请问 有 什么 可以 帮 你 的 吗 ?,,sent
1408,1409,Morocco,摩洛哥,المغرب,np
1409,1410,Moscow,莫斯科,موسكو,np
1410,1411,mother,妈妈,,np
1411,1412,mother-in-law,婆婆,,np
1412,1413,Mozambique,莫桑比克,موزمبيق,np
1413,1414,mr,先生,,np
1414,1415,mrs,太太,,np
1415,1416,ms,小姐,,np
1416,1417,msg,味精,,np
1417,1418,Much better. Thank you.,好多 了 ， 谢谢 。,,sent
1418,1419,Mumbai,孟买,مومباي,np
1419,1420,Munich,慕尼黑,ميونيخ,np
1420,1421,mustard,芥末,,np
1421,1422,mutton,羊肉,لحم الضأن,np
1422,1423,My car is waiting outside.,我 的 车 停 在 外面 。,,sent
1423,1424,My fish is not cooked enough.,我 的 鱼 没 做 熟 。,,sent
1424,1425,My job is to teach students.,我 的 工作 是 教 学生 。,,sent
1425,1426,My name is * .,我 叫   *   。,أنا اسمي *.,vp
1426,1427,My nationality is *.,我 的 国籍 是 * 。,جنسيتي هي *.,vp
1427,1428,My number is *.,我 的 电话 * 。,,vp
1428,1429,My parents and my younger sister.,父母 和 我 的 妹妹 。,,sent
1429,1430,My steak is raw.,我 的 牛排 是 生 的 。,,sent
1430,1431,My steak is tough and overdone.,我 的 牛排 太硬过 熟 了 。,,sent
1431,1432,My surname is *.,我姓   * 。,لقبي هو *.,vp
1432,1433,My telephone number is *.,我 的 电话号码 是 * 。,رقم هاتفي هو *.,vp
1433,1434,Myanmar,缅甸,ميانمار,np
1434,1435,nails,指甲,أظافر,np
1435,1436,Nairobi,内罗毕,نيروبي,np
1436,1437,name,姓名,,np
1437,1438,name of passenger,旅客 姓名,,np
1438,1439,Namibia,纳米比亚,ناميبيا,np
1439,1440,Nantes,南特,نانت,np
1440,1441,napkin,餐巾,,np
1441,1442,national ID,证件,الهوية الوطنية,np
1442,1443,nationality,国籍,جنسية,np
1443,1444,native place,籍贯,المكان الأصلي,np
1444,1445,Nauru,瑙鲁,ناورو,np
1445,1446,neck,脖子,رقبة,np
1446,1447,Nepal,尼泊尔,نيبال,np
1447,1448,nephew,侄儿,,np
1448,1449,net weight,净重,,np
1449,1450,Netherlands,荷兰,هولندا,np
1450,1451,Never Open Door Prior To Verifying ID.,没有 确认 对方 身份 绝对 不能 开门 。,,sent
1451,1452,New York City,纽约市,نيويورك,np
1452,1453,New Zealand,新西兰,نيوزيلاندا,np
1453,1454,Newcastle,新 城堡,نيوكاسل,np
1454,1455,newspaper,报纸,جرائد,np
1455,1456,next week,下个星期,الأسبوع القادم,np
1456,1457,Nicaragua,尼加拉瓜,نيكاراغوا,np
1457,1458,Nice,尼斯,لطيف,np
1458,1459,Nice to meet you.,很 高兴 认识 你 。,سعيد بالتعرف عليك,sent
1459,1460,niece,侄女,,np
1460,1461,Niger,尼日尔,النيجر,np
1461,1462,Nigeria,尼日利亚,نيجيريا,np
1462,1463,night,晚上,ليلة,np
1463,1464,Night Porter On Duty.,夜间 有 行李 搬运 服务生 。,,sent
1464,1465,nine,九,تسعة,num
1465,1466,no admittance,闲人免进,,np
1466,1467,no bills,不准 张贴,,np
1467,1468,"No cream, please.",请 不要 加 奶油 。,,sent
1468,1469,no entry,禁止入 内,,np
1469,1470,no honking,禁止 鸣 喇叭,,np
1470,1471,no litter,勿 乱 扔 杂物,,np
1471,1472,No parking.,禁止停车,ممنوع الوقوف,sent
1472,1473,no passing,禁止通行,,np
1473,1474,no photos,请勿 拍照,,np
1474,1475,No Service Fee.,免收 服务 费用 。,,sent
1475,1476,no smoking,禁止 吸烟,,np
1476,1477,no smoking except in designated area,除 指定 区域 外 ， 禁止 吸烟,,np
1477,1478,No Smoking Except In Designated Area.,除 指定 区域 外 ， 禁止 吸烟 。,,sent
1478,1479,no u turn,禁止 掉头,,np
1479,1480,no visitors,游人 止步,,np
1480,1481,"No, I don't think we've met.",不 ， 我 想 没 见过面 。,,sent
1481,1482,"No, I haven't reserved in advance.",没有 ， 我 事先 没有 预订 。,,sent
1482,1483,"No, it's for my friend.",不 ， 是 我 的 朋友 。,,sent
1483,1484,"No, not at all. there you go.",没关系 ， 给 你 。,,sent
1484,1485,"No, Sir/Madam Just show your ticket to the boarding officer as you get on the plane.",没有 ， 小姐 。 您 登机 时 只要 向 工作人员 出示 机票 就 可以 了 。,,sent
1485,1486,"No, thank you.",不用 了 ， 谢谢 。,لا، شكراً.,sent
1486,1487,"No, that's not possible.",不能 。,,sent
1487,1488,"No, we do not.",没有 预订 。,,sent
1488,1489,"No,I'd rather have a glass of juice, please.",不 ， 我 更 想要 一杯 果汁 。,,sent
1489,1490,No.,不 。,لا.,sent
1490,1491,non-smoking seat,非 吸烟 席,,np
1491,1492,non-smoking section,非 吸烟区  ,قسم غير المدخنين,np
1492,1493,Non-smoking.,非 吸烟区 。,,sent
1493,1494,non-stop flight,连续飞行,,np
1494,1495,noodles,面条,الشعيرية,np
1495,1496,noon,中午,الظهيرة,np
1496,1497,north,北,شمال,adv
1497,1498,North Korea,北朝鲜,كوريا الشمالية,np
1498,1499,Norway,挪威,النرويج,np
1499,1500,nose,鼻子,أنف,np
1500,1501,Not bad. We'll take it.,可以 ， 就 做 这儿 吧 。,,sent
1501,1502,not for sale,恕 不 出售,,np
1502,1503,Not too far.,不太远,ليس بعيد جداً,sent
1503,1504,nothing to declare,无 报关,,np
1504,1505,nothing to declare,无 申报 通道,,np
1505,1506,Notice On Luggage Check-In.,行包 托运 须知 。,,sent
1506,1507,Nottingham,诺丁汉,نوتنغهام,np
1507,1508,November,十一月,نوفمبر,np
1508,1509,now,现在,الآن,adv
1509,1510,Now put everything from your pockets in this tray and come through the detector.,现在 请 把 口袋 里 的 东西 掏出 来 放在 这里 ， 从 检测器 走过 。,,sent
1510,1511,Now you have been booked.,现在 您 已 完成 订位 。,,sent
1511,1512,Number *.,数字   * .,رقم *,vp
1512,1513,number and street,街道 及 门牌号,,np
1513,1514,number of children,子女 人数,,np
1514,1515,object,物品,,np
1515,1516,occupation,职业,,np
1516,1517,occupational history,工作 经历,,np
1517,1518,occupied,有人,,np
1518,1519,October,十月,أكتوبر,np
1519,1520,off,关,,np
1520,1521,off-job training,脱产 培训,,np
1521,1522,office hours,办公时间,,np
1522,1523,office phone,办公 电话,,np
1523,1524,official use only,官方 填写,,np
1524,1525,offspring,后代,,np
1525,1526,oil,油,,np
1526,1527,"OK, I'll take it.",我要 买 这个 。,حسناً، سآخذه.,sent
1527,1528,OK. And anything else I can do for you?,好 的 ， 还有 什么 别的 需要 吗 ?,,sent
1528,1529,OK. Anyting else?,好 的 ， 还要 其它 的 吗 ?,,sent
1529,1530,OK. I will take it.,好 的 ， 就 这班 。,,sent
1530,1531,OK. I'll have that right out.,好 的 ， 我 马上 拿给 你 。,,sent
1531,1532,OK. Thank you and we look forward to your arrival.,好 的 ， 谢谢您 ， 我们 期盼 您 的 到来 。,,sent
1532,1533,OK. We look forward to your visit.,好 的 ， 我们 期待 您 的 光临 。,,sent
1533,1534,"OK. Your name, please?",可以 ， 请问 您 的 名字 ?,,sent
1534,1535,Okay.,好 的,حسناًً,sent
1535,1536,olive oil,橄榄油,,np
1536,1537,Oman,阿曼,سلطنة عمان,np
1537,1538,one,一,واحد,num
1538,1539,"One economy class seat, is that right?",一个 经济舱 座位 ， 对 吗 ？,,sent
1539,1540,"One extra pillow, please.",请 再 给 我 一个 枕头 。,,sent
1540,1541,"One more, please.",请 再 给 我 一个 。,واحد إضافي، من فضلك.,sent
1541,1542,one o'clock AM,凌晨 一点钟,الساعة الواحدة صباحاً,np
1542,1543,one o'clock PM,下午 一点钟,الساعة الواحدة مساءً,np
1543,1544,"One ticket to *, please.",要 一张 去 * 的 票 ， 谢谢,تذكرة واحدة إلى *.,vp
1544,1545,one way,单行道,اتجاه واحد,adv
1545,1546,One way.,单程 。,,sent
1546,1547,one-way ticket,单程 机票,,np
1547,1548,onion,洋葱,,np
1548,1549,Only first class tickets are available.,现在 只有 头等舱 了 。,,sent
1549,1550,open,营业,مفتوح,adj
1550,1551,to open,打开,لفتح,vp
1551,1552,orange,橙子,برتقال,np
1552,1553,orange color,橙色,برتقالي,adj
1553,1554,orange juice,柳橙汁,عصير برتقال,np
1554,1555,Osaka,大阪,أوساكا,np
1555,1556,Oslo,奥斯陆,أوسلو,np
1556,1557,others,其他,,np
1557,1558,Ottawa,渥太华,أوتاوا,np
1558,1559,Our chef is trying his best.,我们 的 厨师 正在 尽 最大 的 努力 。,,sent
1559,1560,Our seats are separated.,我们 的 座位 是 分开 的 。,,sent
1560,1561,Our table number is *.,我们 预订 桌号 是 * 。,,vp
1561,1562,Our waiter will show you to your table.,我们 的 服务生 会带 您 到 餐位 。,,sent
1562,1563,Our waitress will be with you in a moment.,服务员 马上 就 来 。,,sent
1563,1564,Our waitress will get you tea in a minute.,服务员 马上 就 给 您 上 茶 。,,sent
1564,1565,Outdoor Swimming Pools.,室外 泳池 。,,sent
1565,1566,oxygen mask,氧气 罩,,np
1566,1567,oyster sauce,蚝油,,np
1567,1568,pain killer,止痛药,مسكن ألم,np
1568,1569,painful,痛 。,مؤلم,adj
1569,1570,Pakistan,巴基斯坦,باكستان,np
1570,1571,Palau,帕劳,بالاو,np
1571,1572,Panama,巴拿马,بناما,np
1572,1573,Panama City,巴拿马城,مدينة باناما,np
1573,1574,paper napkin,纸巾,,np
1574,1575,Papua New Guinea,巴布亚新几内亚,بابوا غينيا الجديدة,np
1575,1576,Paraguay,巴拉圭,باراغواي,np
1576,1577,Pardon me?,可以 再 重复 一遍 吗 ？,عذراً/معذرة؟,sent
1577,1578,parents,父母,,np
1578,1579,Paris,巴黎,باريس,np
1579,1580,parting,停车处,,np
1580,1581,passenger manifest,乘客 名单,,np
1581,1582,passenger plane,客机,,np
1582,1583,"Passengers in the first class, please proceed to the boarding gate now.",请 头等舱 的 旅客 前往 登机 门 。,,sent
1583,1584,passport,护照,جواز سفر,np
1584,1585,passport control,入境 检验,,np
1585,1586,passport control immigration,护照 检查 处,,np
1586,1587,passport no,护照 号,,np
1587,1588,Past the *.,传 *,بعد ال*. / بعد أن تتخطى ال*.,vp
1588,1589,pause,暂停,,np
1589,1590,pay,付,ادفع,vp
1590,1591,Pay Phone,付费 电话,,sent
1591,1592,peach latte,蜜桃 咖啡 拿 铁,,np
1592,1593,peanut,花生酱,,np
1593,1594,pen,笔,قلم حبر,np
1594,1595,pen name,笔名,,np
1595,1596,pencil,铅笔,قلم رصاص,np
1596,1597,pepper,胡椒,,np
1597,1598,pepper shaker,胡椒 瓶,,np
1598,1599,permanent address,永久 住址,,np
1599,1600,Perth,珀斯,بيرث,np
1600,1601,Peru,秘鲁,بيرو,np
1601,1602,petrol,汽油,بترول,np
1602,1603,Philippines,菲律宾,الفلبين,np
1603,1604,Phnom Penh,金边,بنوم بنه,np
1604,1605,pickle,咸菜,,np
1605,1606,pillow,枕头,,np
1606,1607,Pilot's Cockpit.,飞行员 驾驶舱 。,,sent
1607,1608,plane no,机号,,np
1608,1609,plane ticket,飞机票,,np
1609,1610,Please accept our apology.,请 接受 我们 的 道歉 。,,sent
1610,1611,Please be more careful in the future.,请 以后 多多 注意 。,,sent
1611,1612,Please be there * at the latest.,最晚 请 在 * 到 那里 。,,vp
1612,1613,Please Call The Hotel Operator For More Information.,可以 打电话 询问 酒店 接线员 更 多 信息 。,,sent
1613,1614,Please cancel my order if the food is not ready.,如果 饭菜 没 做好 的话 请 取消 我 的 点餐 吧 。,,sent
1614,1615,Please check in at the airport two hours before departure.,请 于 起飞前 * 小时 到 机场 办理 登机 手续 。,,vp
1615,1616,Please check-in at zone *,请 到 * 区 办理 登机 手续 。,,vp
1616,1617,Please clean my room.,请 清洁 我 的 房间,من فضلك نظف غرفتي.,sent
1617,1618,Please clean up the table.,请 收拾 一下 桌子 。,,sent
1618,1619,Please clear the plates.,请 洗 干净 这些 碟子,من فضلك نظف الصحون.,sent
1619,1620,Please come over for inspection.,请 过来 接受 检查 。,,sent
1620,1621,Please come this way.,请往 这边 走 。,,sent
1621,1622,Please come with me.,请 跟 我 过来,أرجوك، تعال/تعالي معي.,sent
1622,1623,Please do and hurry up!,请 快 一点 !,,sent
1623,1624,Please follow me.,请 跟我来 。,,sent
1624,1625,Please follow the signs for zone R to check in.,请 沿着 标志 引导 到 Ｒ 区 办理 登机 手续 。,,sent
1625,1626,Please give me *.,请 给 我 * 。,من فضلك أعطني *.,vp
1626,1627,Please give me the paper towel.,请 给 我些 纸巾 。,,sent
1627,1628,Please give me your baggage claim tag.,请 给 我 你 的 行李 领取 牌 。,,sent
1628,1629,Please go to the transfer counter.,请 到 转机 柜台 办理 。,,sent
1629,1630,Please have photo identification ready for inspection.,请 准备 好带 照片 的 身份证 接受 检查 。,,sent
1630,1631,Please have your luggage checked.,请 自觉 接受 行包 安检 。,,sent
1631,1632,Please have your ticket or boarding card ready for inspection.,请 把 机票 和 登机牌 准备 好 接受 检查 。,,sent
1632,1633,Please Keep Valuables With You.,贵重物品 随身携带 / 贵重物品 请 自行 妥善 保管 。,,sent
1633,1634,Please keep your seat belt fastened.,请系 好 安全带 。,,sent
1634,1635,please leave your luggage with you at all times,请 随身携带 你 的 行李,,np
1635,1636,Please let us pass.,请 让 我们 借过一下 。,,sent
1636,1637,Please open your bag. We'd like to have a look.,请 把 你 的 包 打开 ， 我们 要 检查一下 。,,sent
1637,1638,Please pack the leftovers for me.,请 帮 我 把 剩菜 打包 。,,sent
1638,1639,Please pass through the detector one by one.,请 一个 一个 通过 探测 门 。,,sent
1639,1640,Please pull your table down. It's supper time.,晚餐 时间 到 了 ， 请 放下 桌子 。,,sent
1640,1641,Please put all carry-on luggage in a basket and then place it on the conveyor.,请 把 所有 的 随身行李 放在 一个筐 里 ， 然后 把 筐 放在 传送带 上 。,,sent
1641,1642,"Please put all your metallic objects such as coin,cellphone,chewing gum,cigarettes,and anything with Aluminum foil into the basket.",请 把 您 随身携带 的 所有 金属 物品 ， 如 硬币 、 手机 、 口香糖 、 香烟 、 以   及 带 锡纸 的 物品 等 放在 篮子 里 。,,sent
1642,1643,Please put it here.,请 把 它 放在 这里 。,,sent
1643,1644,Please put me on the waiting list.,请 把 我 列为 候补 。,,sent
1644,1645,Please put your baggage on the scale.,请 把 您 的 行李 放在 磅秤 上 。,,sent
1645,1646,Please put your package under your seat.,请 把 你 的 行李 放在 座位 下面 。,,sent
1646,1647,Please queue for flights to * destinations.,请 排队 办理 前往 * 各地 的 登机 手续 。,,vp
1647,1648,Please raise your arms.,请 您 抬起 双臂 。,,sent
1648,1649,Please Return This Key Card To The Front Desk When You Check Out.,结账 时请 将 钥匙卡 归还 前台 。,,sent
1649,1650,Please rush our order.,请 快点 做好 我们 的 菜 。,,sent
1650,1651,Please sit down.,请 坐 。,,sent
1651,1652,Please sit where you like.,请 随意 入座 。,,sent
1652,1653,Please Take care Of Your Belongings.,请 保管 好 随身 物品 。,,sent
1653,1654,Please take off your shoes.,请 脱掉 您 的 鞋子 。,,sent
1654,1655,Please take seats.,请 坐 。,,sent
1655,1656,Please take your computer out and put it in the basket.,请 把 您 的 电脑 从 包里 取出 放入 筐 里 。,,sent
1656,1657,Please tell me your name.,请 告诉 我 您 的 名字 。,,sent
1657,1658,Please turn up the AC.,请 把 空调 开 大 一点 。,من فضلك شغل المكيف الهوائي.,sent
1658,1659,Please unbutton your coat.,请 把 您 的 衣扣 打开 。,,sent
1659,1660,Please use the meter machine.,请 打表 。,من فضلك استعمل آلة السحب ببطاقة الائتمان.,sent
1660,1661,Please wait a moment.,请稍等 一会 。,,sent
1661,1662,Please wait here or take advantage until our hostess escorts to your table.,请稍等 或 自便 ， 有人 会领 你 入座 。,,sent
1662,1663,Please.,请 。,من فضلك,adv
1663,1664,pocket,口袋,,np
1664,1665,poison,有毒,,np
1665,1666,Poland,波兰,بولندا,np
1666,1667,police,警察,الشرطة,np
1667,1668,pork,猪肉,لحم خنزير,np
1668,1669,Porridge.,白粥 。,,sent
1669,1670,Port Moresby,端口 莫尔兹比港,مرفئ مويسبي,np
1670,1671,Porto,波尔图,بورتو,np
1671,1672,Portugal,葡萄牙,البرتغال,np
1672,1673,post doctorate,博士后,,np
1673,1674,post office,邮局,,np
1674,1675,postage stamp,邮票,طابع بريدي,np
1675,1676,postal code,邮政编码,,np
1676,1677,postcard,明信片,بطاقة بريدية,np
1677,1678,Prague,布拉格,براغ,np
1678,1679,pre-flight safety demonstration,飞行 安全 示范,,np
1679,1680,precise,一丝不苟 的,,np
1680,1681,prefecture,专区,,np
1681,1682,Press the call button if you need any more help.,如果 还有 其他 需求 ， 可以 按 呼叫 按钮 通知 我们 。,,sent
1682,1683,Pretoria,比勒陀利亚,بريتوريا,np
1683,1684,Price According To Season And Size Of Flat.,价格 按 季节 和 公寓 大小 而定 。,,sent
1684,1685,Prices of food in this restaurant are much higher than that in other restaurants.,这家 餐厅 的 价格比 其他 的 餐厅 高 。,,sent
1685,1686,prize fellow,奖学金 生,,np
1686,1687,Probably * hours.,大概 * 小时 。,,vp
1687,1688,professionalhistory,职业 经历,,np
1688,1689,professionals & technical,专业 技术人员,,np
1689,1690,prohibited item,违禁物品,,np
1690,1691,propeller-driven aircraft,螺旋桨 飞机,,np
1691,1692,protect public propety,爱护 公共 财物,,np
1692,1693,province,省,,np
1693,1694,pub,酒店,,np
1694,1695,public phone,公用电话,,np
1695,1696,pull,拉,اسحب,vp
1696,1697,Pune,普纳,بيون,np
1697,1698,purple,紫色,بنفسجي,adj
1698,1699,push,推,ادفع,vp
1699,1700,"Put on your seat belt, please.",请系 好 安全带 。,,sent
1700,1701,"Put your carry-on luggage on the belt, please.",请 把 你 的 手提 行李 放在 传送带 上 。,,sent
1701,1702,Qatar,卡塔尔,دولة قطر,np
1702,1703,Quantity allowed to take.,限带 物品 数量 。,,sent
1703,1704,queue here,在 此 排队,,np
1704,1705,Queue here.,在 此 排队 。,,sent
1705,1706,quiet,安静,هادئ,adj
1706,1707,ramp,停机坪,,np
1707,1708,razor,剃刀,موس حلاقة,np
1708,1709,reading light,阅读 灯,,np
1709,1710,realistic,实事求是 的,,np
1710,1711,receipt,发票,,np
1711,1712,Reception,前台 / 服务台 / 接待,,sent
1712,1713,reclaim belt,取 行李 传送带,,np
1713,1714,red,红色,أحمر,adj
1714,1715,red wine,红酒,نبيذ أحمر,np
1715,1716,Reduced Rates For Elderly.,老人 优惠 。,,sent
1716,1717,reduced speed now,减速 行驶,,np
1717,1718,refined sugar,白糖,,np
1718,1719,refresher course,进修 课程,,np
1719,1720,Regulations on restriction of liquids.,限带 液体 物品 的 规定 。,,sent
1720,1721,relative,亲戚,,np
1721,1722,Remove Key.,取出 钥匙卡 。,,sent
1722,1723,Report Suspicious Persons Or Acts.,报告 可疑 人员 或 可疑 行为 。,,sent
1723,1724,responsible,负责 的,,np
1724,1725,restaurant,餐厅,مطعم,np
1725,1726,restaurant and pub,餐馆 酒吧,,np
1726,1727,restaurant lounge,酒店 大厅,,np
1727,1728,Restriction of hand carry-on articles.,随身携带 的 物品 限制 规定 。,,sent
1728,1729,rice,米饭,أرز,np
1729,1730,rice bowl,饭碗,,np
1730,1731,Riga,里加,ريغا,np
1731,1732,right,右边,يمين,part
1732,1733,Rio de Janeiro,里约热内卢,ريو دي جانيرو,np
1733,1734,Riyadh,利雅得,مدينة الرياض,np
1734,1735,road,路,شارع,np
1735,1736,"road up, detour",马路 施工 ， 请 绕行,,np
1736,1737,rock,洛杯,,np
1737,1738,rock sugar,冰糖,,np
1738,1739,Romania,罗马尼亚,رومانيا,np
1739,1740,Rome,罗马,روما,np
1740,1741,Room Reservation. Good afternoon.,客房 预约 部 。 下午 好 !,,sent
1741,1742,"Room Reservations. May i help you,sir?",客房 预定 。 先生 有 什么 需要 我 帮忙 的 吗 ?,,sent
1742,1743,Rotterdam,鹿特丹,روتردام,np
1743,1744,Round trip back to *.,我要 往返票 ， * 月 * 日飞 回 * 。,,vp
1744,1745,Round trip or one way?,往返 还是 单程 ?,,sent
1745,1746,round-trip ticket,来回 机票,,np
1746,1747,rum,朗姆酒,رم شراب مسكر,np
1747,1748,runny nose,流鼻涕,سيلان الأنف,np
1748,1749,Russian Federation,俄罗斯联邦,الاتحاد الروسي,np
1749,1750,Rwanda,卢旺达,رواندا,np
1750,1751,Safe Deposit Boxes Are Available At Front Desk.,前台 可以 提供 保险箱 。,,sent
1751,1752,safety first,安全 第一,,np
1752,1753,Saint Petersburg,圣彼得堡,سان بطرسبرج,np
1753,1754,Saint Vincent & the Grenadines,圣文森特 和 格林纳丁斯,سانت فنسنت وجزر غرينادين,np
1754,1755,salad,沙拉,سلطة,np
1755,1756,salad dressing,沙拉酱,,np
1756,1757,salad oil,色拉油,,np
1757,1758,salt,盐,ملح,np
1758,1759,salt shaker,盐瓶,,np
1759,1760,Samoa,萨摩亚,ساموا,np
1760,1761,San Marino,圣马力诺,سان مارينو,np
1761,1762,Santiago,圣地亚哥,سانتياغو,np
1762,1763,Sao Paulo,圣保罗,ساو باولو,np
1763,1764,Sao Tome & Principe,圣多美和普林西比,ساو تومي وبرينسيبي,np
1764,1765,Sarajevo,萨拉热窝,سراييفو,np
1765,1766,satellite,卫星 楼,,np
1766,1767,Saturday,星期六,يوم السبت,np
1767,1768,saucer,咖啡 碟,,np
1768,1769,Saudi Arabia,沙特阿拉伯,المملكة العربية السعودية,np
1769,1770,Sauna,桑拿浴,,sent
1770,1771,sausage,香肠,سجق,np
1771,1772,scented tea,花茶,شاي معطر,np
1772,1773,scheduled time,预计 时间,,np
1773,1774,seat belt,安全带,,np
1774,1775,seat by number,对号入座,,np
1775,1776,seat no,机座 号,,np
1776,1777,second class cabin,二等舱,مقصورة الدرجة الثانية,np
1777,1778,second job,第二 职业,,np
1778,1779,Secure Valuables.,保管 好 贵重物品 。,,sent
1779,1780,security check,安检,,np
1780,1781,Security check (in).,安检 。,,sent
1781,1782,security inspection,安检,,np
1782,1783,Security Inspection.,安检 。,,sent
1783,1784,Security Office.,保安 部 。,,sent
1784,1785,Security screening requirements.,安检 要求 。,,sent
1785,1786,See you later.,待 会见,أراك لاحقاً.,sent
1786,1787,See you then.,到时候 见 。,,sent
1787,1788,Senegal,塞内加尔,السنغال,np
1788,1789,Seoul,首尔,سيول,np
1789,1790,separated,分居,,np
1790,1791,September,九月,سبتمبر,np
1791,1792,Serbia,塞尔维亚,صربيا,np
1792,1793,service,服务 人员,,np
1793,1794,service fork,服务 叉,,np
1794,1795,service tongs,服务 夹,,np
1795,1796,sesame,芝麻,,np
1796,1797,sesame oil,香油,,np
1797,1798,sesame paste,芝麻酱,,np
1798,1799,seven,七,سبعة,num
1799,1800,sex,性别,,np
1800,1801,Seychelles,塞舌尔,سيشيل,np
1801,1802,Shall I bring a cushion for the little one to sit on?,我 需要 拿个 垫子 为 小朋友 坐 吗 ?,,sent
1802,1803,shampoo,洗发精,شامبو,np
1803,1804,Shanghai,上海,شنغهاي,np
1804,1805,Sharjah,沙迦,الشارقة,np
1805,1806,Shave Pins In All Bedrooms.,所有 卧室 备有 刮脸 插销 。,,sent
1806,1807,she,她,هي,np
1807,1808,Sheffield,谢菲尔德,شيفيلد,np
1808,1809,Shenzhen,深圳,شنتشن,np
1809,1810,short stay,短暂 停留,,np
1810,1811,short-sighted,近视,,np
1811,1812,Should I take off my jacket too?,我 还要 脱掉 夹克 吗 ?,,sent
1812,1813,shoulder,肩膀,كتف,np
1813,1814,Show me.,给 我 看 一下 。,أرني.,sent
1814,1815,shut,此路不通,,np
1815,1816,Shuttle Bus.,机场 巴士 。,,sent
1816,1817,Sierra Leone,塞拉利昂,سيرا ليون,np
1817,1818,signature,签名,,np
1818,1819,Singapore,新加坡,سنغافورة,np
1819,1820,single,未婚,,np
1820,1821,sister,姐妹,,np
1821,1822,sister-in-law,弟妹,,np
1822,1823,sites to see,景点,مواقع لترى,np
1823,1824,six,六,ستة,num
1824,1825,Slippery Road.,小心 路滑 。,,sent
1825,1826,Slovakia,斯洛伐克,سلوفاكيا,np
1826,1827,Slovenia,斯洛文尼亚,سلوفينيا,np
1827,1828,slowly,慢慢 的,ببطء,adv
1828,1829,Smoking or non-smoking?,吸烟区 还 是非 吸烟区 ?,,sent
1829,1830,smoking seat,吸烟 坐位,,np
1830,1831,smoking section,吸烟区,قسم المدخنين,np
1831,1832,"Smoking, please.",吸烟区 。,,sent
1832,1833,smooth flight,平稳 的 飞行,,np
1833,1834,sneeze,打喷嚏,عطسة,np
1834,1835,soap,肥皂,صابون,np
1835,1836,soda spoon,冻茶 勺,,np
1836,1837,Sofia,苏菲亚,صوفيا,np
1837,1838,Solomon Islands,所罗门群岛,جزر سليمان,np
1838,1839,Somalia,索马里,الصومال,np
1839,1840,Some black coffee will help to sober me up.,一些 黑 咖啡 ， 能 让 我 清醒 。,,sent
1840,1841,"Some more *, pelase.",再 多一点 * ， 谢谢,المزيد من *، من فضلك.,vp
1841,1842,something) to declare,有 报关,,np
1842,1843,son,儿子,,np
1843,1844,son-in-law,女婿,,np
1844,1845,sore,酸,ملتهب,adj
1845,1846,Sorry No Vacancy.,抱歉 ， 客满 。,,sent
1846,1847,"Sorry, it's all sold out.",对不起 ， 都 卖完 了 。,عذرا ، كل شيء بيعت.,sent
1847,1848,"Sorry, we're fully booked.",抱歉 ， 我们 位子 被 订满 了 。,,sent
1848,1849,Sorry. It's out of stock now.,对不起 ， 已经 脱销 了 。,,sent
1849,1850,sos,紧急 求救信号,,np
1850,1851,soup,汤,حساء,np
1851,1852,soup bowl,汤碗,,np
1852,1853,soup spoon,汤勺,,np
1853,1854,south,南,جنوب,adv
1854,1855,South Africa,南非,جنوب أفريقيا,np
1855,1856,South Korea,韩国,كوريا الجنوبية,np
1856,1857,South Sudan,南 苏丹,جنوب السودان,np
1857,1858,Southampton,南安普敦,ساوثامبتون,np
1858,1859,soy sauce,酱油,,np
1859,1860,Spain,西班牙,إسبانيا,np
1860,1861,special training,特别 训练,,np
1861,1862,specialized courses,专门 课程,,np
1862,1863,specific experience,具体 经历,,np
1863,1864,speed,速度,,np
1864,1865,speed limit,速度限制,حد السرعة,np
1865,1866,Speed Per Hour.,飞行速度 。,,sent
1866,1867,spouse,配偶,,np
1867,1868,Sri Lanka,斯里兰卡,سيريلانكا,np
1868,1869,St Kitts & Nevis,圣基茨 和 尼维斯,سانت كيتس ونيفيس,np
1869,1870,St Lucia,圣卢西亚,شارع لوسيا,np
1870,1871,staff only,本 处 职工 专用,,np
1871,1872,Staff Only.,旅客 止步 。,,sent
1872,1873,stairs and lifts to departures,由此 乘 电梯 前往 登机,,np
1873,1874,Stalls,中庭,,sent
1874,1875,status,订座 情况,,np
1875,1876,stay close,跟 紧,,np
1876,1877,Stay close.,跟 紧 。,,sent
1877,1878,steak knife,扒 刀,,np
1878,1879,stepbrother,异父 ( 母 ) 之 兄弟,,np
1879,1880,stepdaughter,继女,,np
1880,1881,stepfather,继父,,np
1881,1882,stepmother,继母,,np
1882,1883,stepsister,异父 ( 母 ) 之 姐妹,,np
1883,1884,stepson,继子,,np
1884,1885,steward,男空 服员,,np
