,en,cn,ar,pos
1705,quiet,安静,هادئ,adj
1706,ramp,停机坪,,np
1707,razor,剃刀,موس حلاقة,np
1708,reading light,阅读灯,,np
1709,realistic,实事求是的,,np
1710,receipt,发票,,np
1711,Reception,前台/服务台/接待,,sent
1712,reclaim belt,取行李传送带,,np
1713,red,红色,أحمر,adj
1714,red wine,红酒,نبيذ أحمر,np
1715,Reduced Rates For Elderly.,老人优惠。,,sent
1716,reduced speed now,减速行驶,,np
1717,refined sugar,白糖,,np
1718,refresher course,进修课程,,np
1719,Regulations on restriction of liquids.,限带液体物品的规定。,,sent
1720,relative,亲戚,,np
1721,Remove Key.,取出钥匙卡。,,sent
1722,Report Suspicious Persons Or Acts.,报告可疑人员或可疑行为。,,sent
1723,responsible,负责的,,np
1724,restaurant,餐厅,مطعم,np
1725,restaurant and pub,餐馆酒吧,,np
1726,restaurant lounge,酒店大厅,,np
1727,Restriction of hand carry-on articles.,随身携带的物品限制规定。,,sent
1728,rice,米饭,أرز,np
1729,rice bowl,饭碗,,np
1730,Riga,里加,ريغا,np
1731,right,右边,يمين,part
1732,Rio de Janeiro,里约热内卢,ريو دي جانيرو,np
1733,Riyadh,利雅得,مدينة الرياض,np
1734,road,路,شارع,np
1735,"road up, detour",马路施工，请绕行,,np
1736,rock,洛杯,,np
1737,rock sugar,冰糖,,np
1738,Romania,罗马尼亚,رومانيا,np
1739,Rome,罗马,روما,np
1740,Room Reservation. Good afternoon.,客房预约部。下午好!,,sent
1741,"Room Reservations. May i help you,sir?",客房预定。先生有什么需要我帮忙的吗?,,sent
1742,Rotterdam,鹿特丹,روتردام,np
1743,Round trip back to *.,我要往返票，*月*日飞回*。,,vp
1744,Round trip or one way?,往返还是单程?,,sent
1745,round-trip ticket,来回机票,,np
1746,rum,朗姆酒,رم شراب مسكر,np
1747,runny nose,流鼻涕,سيلان الأنف,np
1748,Russian Federation,俄罗斯联邦,الاتحاد الروسي,np
1749,Rwanda,卢旺达,رواندا,np
1750,Safe Deposit Boxes Are Available At Front Desk.,前台可以提供保险箱。,,sent
1751,safety first,安全第一,,np
1752,Saint Petersburg,圣彼得堡,سان بطرسبرج,np
1753,Saint Vincent & the Grenadines,圣文森特和格林纳丁斯,سانت فنسنت وجزر غرينادين,np
1754,salad,沙拉,سلطة,np
1755,salad dressing,沙拉酱,,np
1756,salad oil,色拉油,,np
1757,salt,盐,ملح,np
1758,salt shaker,盐瓶,,np
1759,Samoa,萨摩亚,ساموا,np
1760,San Marino,圣马力诺,سان مارينو,np
1761,Santiago,圣地亚哥,سانتياغو,np
1762,Sao Paulo,圣保罗,ساو باولو,np
1763,Sao Tome & Principe,圣多美和普林西比,ساو تومي وبرينسيبي,np
1764,Sarajevo,萨拉热窝,سراييفو,np
1765,satellite,卫星楼,,np
1766,Saturday,星期六,يوم السبت,np
1767,saucer,咖啡碟,,np
1768,Saudi Arabia,沙特阿拉伯,المملكة العربية السعودية,np
1769,Sauna,桑拿浴,,sent
1770,sausage,香肠,سجق,np
1771,scented tea,花茶,شاي معطر,np
1772,scheduled time,预计时间,,np
1773,seat belt,安全带,,np
1774,seat by number,对号入座,,np
1775,seat no,机座号,,np
1776,second class cabin,二等舱,مقصورة الدرجة الثانية,np
1777,second job,第二职业,,np
1778,Secure Valuables.,保管好贵重物品。,,sent
1779,security check,安检,,np
1780,Security check (in).,安检。,,sent
1781,security inspection,安检,,np
1783,Security Office.,保安部。,,sent
1784,Security screening requirements.,安检要求。,,sent
1785,See you later.,待会见,أراك لاحقاً.,sent
1786,See you then.,到时候见。,,sent
1787,Senegal,塞内加尔,السنغال,np
1788,Seoul,首尔,سيول,np
1789,separated,分居,,np
1790,September,九月,سبتمبر,np
1791,Serbia,塞尔维亚,صربيا,np
1792,service,服务人员,,np
1793,service fork,服务叉,,np
1794,service tongs,服务夹,,np
1795,sesame,芝麻,,np
1796,sesame oil,香油,,np
1797,sesame paste,芝麻酱,,np
1798,seven,七,سبعة,num
1799,sex,性别,,np
1800,Seychelles,塞舌尔,سيشيل,np
1801,Shall I bring a cushion for the little one to sit on?,我需要拿个垫子为小朋友坐吗?,,sent
1802,shampoo,洗发精,شامبو,np
1803,Shanghai,上海,شنغهاي,np
1804,Sharjah,沙迦,الشارقة,np
1805,Shave Pins In All Bedrooms.,所有卧室备有刮脸插销。,,sent
1806,she,她,هي,np
1807,Sheffield,谢菲尔德,شيفيلد,np
1808,Shenzhen,深圳,شنتشن,np
1809,short stay,短暂停留,,np
1810,short-sighted,近视,,np
1811,Should I take off my jacket too?,我还要脱掉夹克吗?,,sent
1812,shoulder,肩膀,كتف,np
1813,Show me.,给我看一下。,أرني.,sent
1814,shut,此路不通,,np
1815,Shuttle Bus.,机场巴士。,,sent
1816,Sierra Leone,塞拉利昂,سيرا ليون,np
1817,signature,签名,,np
1818,Singapore,新加坡,سنغافورة,np
1819,single,未婚,,np
1820,sister,姐妹,,np
1821,sister-in-law,弟妹,,np
1822,sites to see,景点,مواقع لترى,np
1823,six,六,ستة,num
1824,Slippery Road.,小心路滑。,,sent
1825,Slovakia,斯洛伐克,سلوفاكيا,np
1826,Slovenia,斯洛文尼亚,سلوفينيا,np
1827,slowly,慢慢的,ببطء,adv
1828,Smoking or non-smoking?,吸烟区还是非吸烟区?,,sent
1829,smoking seat,吸烟坐位,,np
1830,smoking section,吸烟区,قسم المدخنين,np
1831,"Smoking, please.",吸烟区。,,sent
1832,smooth flight,平稳的飞行,,np
1833,sneeze,打喷嚏,عطسة,np
1834,soap,肥皂,صابون,np
1835,soda spoon,冻茶勺,,np
1836,Sofia,苏菲亚,صوفيا,np
1837,Solomon Islands,所罗门群岛,جزر سليمان,np
1838,Somalia,索马里,الصومال,np
1839,Some black coffee will help to sober me up.,一些黑咖啡，能让我清醒。,,sent
1840,"Some more *, pelase.",再多一点*，谢谢,المزيد من *، من فضلك.,vp
1841,something) to declare,有报关,,np
1842,son,儿子,,np
1843,son-in-law,女婿,,np
1844,sore,酸,ملتهب,adj
1845,Sorry No Vacancy.,抱歉，客满。,,sent
1846,"Sorry, it's all sold out.",对不起，都卖完了。,عذرا ، كل شيء بيعت.,sent
1847,"Sorry, we're fully booked.",抱歉，我们位子被订满了。,,sent
1848,Sorry. It's out of stock now.,对不起，已经脱销了。,,sent
1849,sos,紧急求救信号,,np
1850,soup,汤,حساء,np
1851,soup bowl,汤碗,,np
1852,soup spoon,汤勺,,np
1853,south,南,جنوب,adv
1854,South Africa,南非,جنوب أفريقيا,np
1855,South Korea,韩国,كوريا الجنوبية,np
1856,South Sudan,南苏丹,جنوب السودان,np
1857,Southampton,南安普敦,ساوثامبتون,np
1858,soy sauce,酱油,,np
1859,Spain,西班牙,إسبانيا,np
1860,special training,特别训练,,np
1861,specialized courses,专门课程,,np
1862,specific experience,具体经历,,np
1863,speed,速度,,np
1864,speed limit,速度限制,حد السرعة,np
1865,Speed Per Hour.,飞行速度。,,sent
1866,spouse,配偶,,np
1867,Sri Lanka,斯里兰卡,سيريلانكا,np
1868,St Kitts & Nevis,圣基茨和尼维斯,سانت كيتس ونيفيس,np
1869,St Lucia,圣卢西亚,شارع لوسيا,np
1870,staff only,本处职工专用,,np
1872,stairs and lifts to departures,由此乘电梯前往登机,,np
1873,Stalls,中庭,,sent
1874,status,订座情况,,np
1875,stay close,跟紧,,np
1877,steak knife,扒刀,,np
1878,stepbrother,异父(母)之兄弟,,np
1879,stepdaughter,继女,,np
1880,stepfather,继父,,np
1881,stepmother,继母,,np
1882,stepsister,异父(母)之姐妹,,np
1883,stepson,继子,,np
1884,steward,男空服员,,np
1885,stewardess,女空服员,,np
1886,stir stick,搅棒,,np
1887,Stockholm,斯德哥尔摩,ستوكهولم,np
1888,Stoke-on-Trent,特伦特河畔斯托克,ستوك أون ترينت,np
1889,stomach medicine,肠胃药,دواء للمعدة,np
1890,stop,关闭,,np
1891,stop (on a street sign),停,قف,sent
1892,Stop! Thief!,住手！小偷！,توقف! لص/سارق‏! ‎,sent
1894,straight ahead,往前走,إلى الأمام,sent
1895,straw,吸管,,np
1896,street,街,شارع,np
1897,study abroad student,留学生,,np
1898,Stuttgart,斯图加特,شتوتغارت,np
1899,Sudan,苏丹,سودان,np
1900,sugar,糖,سكر,np
1901,sugar bowl,糖盅,,np
1902,Suit,套间,,sent
1903,sunblock lotion,防晒乳,مرهم حماية من حروق الشمس,np
1904,Sunday,星期天,الأحد,np
1905,supper,晚饭,العشاء,np
1906,Surabaya,泗水,سورابايا,np
1907,Surat,苏拉特,سورة,np
1908,"Sure, but if you do have any cancellations, could you let me know as soon as possible?",好的，如果真有人取消，能不能尽快让我知道呢?,,sent
1909,Sure.,当然啦。,صحيح.,sent
1910,Sure. What kind of drink do you want?,当然可以。 你想要什么饮料?,,sent
1911,Suriname,苏里南,سورينام,np
1912,Swansea,斯旺西,سوانسي,np
1913,Swaziland,斯威士兰,سوازيلاند,np
1914,Sweden,瑞典,السويد,np
1915,Switzerland,瑞士,سويسرا,np
1916,Sydney,悉尼,سيدني,np
1917,Syria,叙利亚,سوريا,np
1918,tabasco,辣椒仔,,np
1919,Taipei,台北,تايبيه,np
1920,Taiwan,台湾,تايوان,np
1921,Tajikistan,塔吉克斯坦,طاجيكستان,np
1922,take care not to leave things behind,当心不要丢失东西,,np
1923,"Take care, not to leave things behind.",当心不要遗忘携带物品。,,sent
1924,"Take me there, please.",请带我到那里。,خذني إلى هناك من فضلك.,sent
1925,"Take me to *, please.",请您开到*。,خذني إلى *، من فضلك.,vp
1926,take off,脱掉,,np
1927,"Take off your belt, please.",请解下您的皮带。,,sent
1928,Take off your coat and shoes and put then in the box.,脱掉您的外套和鞋子，把它们放进盒子里。,,sent
1929,take-off,起飞,,np
1930,tampon,卫生棉条,سدادة قطنية للدورة,np
1931,Tanzania,坦桑尼亚,تنزانيا,np
1932,taxi,出租车,تاكسي,np
1933,Taxi driver,出租车司机,سائق تاكسي,np
1934,taxipick-up point,出租车乘车点,,np
1935,tea,茶,شاي,np
1936,Tea and Coffee Making Facility In All Bedrooms,所有卧室有沏茶，煮咖啡设备。,,sent
1937,tea pot,茶盅,,np
1938,teaspoon,茶勺,,np
1939,Tehran,德黑兰,طهران,np
1940,Tel Aviv,特拉维夫,تل أبيب,np
1941,telephone,电话,هاتف,np
1942,temperate,稳健的,,np
1943,temporarily,暂时,,np
1944,ten,十,عشرة,num
1945,ten million,一千万,عشرة ملايين,num
1946,ten thousand,一万,عشرة آلاف,num
1947,Thailand,泰国,تايلاند,np
1948,Thank you for booking in our hotel.,谢谢您预定我们的宾馆。,,sent
1949,"Thank you for waiting, Sir. We have a vacancy for that period.",让您就等了。我们这段时间有房间。,,sent
1950,Thank you for waiting.,谢谢您一直等着。,,sent
1951,Thank you so much.,非常感谢,شكراً جزيلاً,sent
1952,"Thank you, sir. We will extend the reservation for you.",谢谢，先生。我们将为您扩大保留。,,sent
1953,Thank you.,谢谢。,شكراً,sent
1954,That is not a direct flight.,那不是直飞的航班。,,sent
1955,That is really disappointing.,真让人失望。,,sent
1956,That sounds not bad at all. I'll take it.,听起来还不错。这个房间我订了。,,sent
1957,That table is reserved.,那张桌子被预定了。,,sent
1958,That will be * night(s).,那就是*天。,,vp
1959,"That's my number, e-mail.",这里是我的电话号码、电邮。,,sent
1960,That's too expensive.,太贵了。,هذا غال جدا.,sent
1961,"The balance of the fare is * dollars, you have to pay it by yourself.",票价差额为*元，需要你自理。,,vp
1962,The boarding time is *,登机时间是*点。,,vp
1963,The check-in is half an hour earlier than departure.,机场提前半小时检票。,,sent
1964,"The check, please.",请结帐。,الفاتورة، من فضلك.,sent
1965,The current rate is * dollars per night.,现行房费是每天*元。,,vp
1966,the day after tomorrow,后天,بعد غد,np
1967,the day before yesterday,前天,قبل البارحة,np
1968,The delay is due to mechanical difficulties.,延迟出发是因为机械故障。,,sent
1969,The dish I ordered was not fresh.,我点的菜不新鲜。,,sent
1970,The dishes are offered too slowly.,菜上的太慢了。,,sent
1971,The flight is delayed due to bad weather conditions.,由于天气不好航班延误了。,,sent
1972,The food has a funny smell.,这菜闻起来很奇怪。,,sent
1973,The food is off.,这菜变质了。,,sent
1974,The food was dreadful.,这饭菜糟糕透了。,,sent
1975,The fruit and vegetables are over there.,水果和蔬菜在那边。,,sent
1976,The gate number is *,登机门是*号。,,vp
1977,The Gold Coast,在黄金海岸,والذهب الساحل,np
1978,The kitchen is very busy today.,今天厨房很忙。,,sent
1979,The name is *.,名字是*。,,vp
1980,The next flight available is to *.,下一班可以登机的航班是飞往*。,,vp
1981,The one by the window has been taken by others.,靠窗的那张已经有人预订了。,,sent
1982,"The organic vegetables are marked with the blue label. Here, do you see?",有机蔬菜都有蓝色的标签。在这里，看到了吗?,,sent
1983,The overhead compartments are all full.,上面的行李箱都满了。,,sent
1984,"The passengers, in preparation for takeoff, please turn off all electronic devices.",各位乘客请注意，飞机准备起飞了，请关闭所有电子装置。,,sent
1985,The price will go down.,价格将会下降。,,sent
1986,The reservation is under chen.,是用陈的名字预订的。,,sent
1987,The rest is our job. Have a good trip.,余下的是我们的事，祝您旅途愉快。,,sent
1988,The restaurant across the street is excellent.,街对面的那家餐馆不错。,,sent
1989,The restaurant is so popular that you have to wait for one to two hours to get a seat.,这家餐厅太出名了，要等一两个小时才有座位。,,sent
1990,The service is too slow.,这服务太慢了。,,sent
1991,The service was very bad.,这服务太差劲了。,,sent
1992,The table over there has been reserved.,那边那张桌子已经被预定了。,,sent
1993,Then give me a double Western.,那给我来双份西餐吧。,,sent
1994,there,那里,هناك,adv
1995,There are * of us.,一共有*个人,نحن * أشخاص,vp
1996,There are enough seats.,还有很多座位。,,sent
1997,There are no direct flights.,没有直达的航班。,,sent
1998,There is a fly in my soup.,我的汤里有只苍蝇。,,sent
1999,There is enough time for us for the connection.,我们有足够的时间转飞机。,,sent
2000,There is no price on this item.,这上面没有标价。,,sent
2001,There isn't anything wrong with this food.,这菜没有任何问题。,,sent
2002,There will be no charge for this.,这一份我们不收费。,,sent
2003,There's an airsickness bag in the seat pocket.,在椅兜里有呕吐袋。,,sent
2004,These eggs are overcooked.,鸡蛋过熟了。,,sent
2005,These eggs are raw.,鸡蛋是生的。,,sent
2006,These eggs are too soft/hard.,鸡蛋太软/硬了。,,sent
2007,These eggs are undercooked.,鸡蛋还没熟。,,sent
2008,These items are forbidden by law.,这些东西是违禁品。,,sent
2009,Thessaloniki,塞萨洛尼基,سالونيك,np
2010,they,他们,هم,np
2011,they (f),她们,هن,np
2012,they (two people),他们,هما,np
2013,They are in Section B.,它们在B区。,,sent
2014,They are on the chelf right behind you.,就在你身后的货架上。,,sent
2015,They're labeled on the packet.,它们在包装上有标示。,,sent
2016,This food tastes strange.,这菜味道好怪。,,sent
2017,This fork is dirty.,这个叉子是脏的。,,sent
2018,This glass is chipped.,这杯子有缺口。,,sent
2019,This glass is dirty.,这杯子是脏的。,,sent
2020,This glass is smeared.,这杯子有污渍。,,sent
2021,This glass is spotted.,这杯子有斑点。,,sent
2022,This glass is stained and it really spoiled my appetite very much.,杯子有污垢，这可真倒胃口。,,sent
2023,This glass is stained.,这杯子有污垢。,,sent
2024,This headphone is not working. Can I have a new one?,这副耳机是坏的，能给我一副新的吗?,,sent
2025,This hotel prefers cash.,本宾馆主张现金付款。,,sent
2026,This Is Designated Non-Smoking Room.,这是指定的禁烟房间。,,sent
2027,This is my luggage.,这是我的行李。,,sent
2028,This is not my order.,这不是我点的菜。,,sent
2029,This is not the right flavor.,这不是正经的味道。,,sent
2030,This is not what I ordered.,这不是我点的菜。,,sent
2031,This is on the house.,这一份由饭店出钱。,,sent
2032,This is supposed to be my seat.,这应该是我的座位了。,,sent
2033,"This is the government's rule. For your own safety and other passangers, we need your understanding and corporation.",这是政府规定的，为了您和其他旅客的安全，请您理解和配合我们的工作。,,sent
2034,This item is not priced.,这上面没有标价。,,sent
2035,This knife doesn't cut.,这把刀不能切了。,,sent
2036,This knife is bent.,这把刀子弯了。,,sent
2037,This knife is blunt.,这把刀子钝了。,,sent
2038,This knife is not sparp.,这把刀不锋利了。,,sent
2039,This knife is so blunt that it can't even cut beancurd.,这刀太钝了，甚至连豆腐都切不了。,,sent
2040,This one is very good.,这张桌很好。,,sent
2041,This restaurant is famous for the seafood.,这家餐厅以海鲜闻名。,,sent
2042,This restaurant is more expensive than that one.,这家餐馆比那一家贵得多。,,sent
2043,This salad is not fresh.,色拉不新鲜了。,,sent
2044,This shish kebab is burnt.,这份烤羊肉串烧焦了。,,sent
2045,this side up,此面向上,,np
2046,This steak is bloody.,牛排带血过多。,,sent
2047,This steak is hard/dry.,牛排太硬/干了。,,sent
2048,This steak is underdone.,牛排没熟。,,sent
2049,This table is too close to the toilet.,这张桌子离厕所太近。,,sent
2050,This tablecloth is filthy.,这个桌布好脏。,,sent
2051,This was very impressive!,真的很棒！,كان هذا رائعا جدا!,sent
2052,This way please.,这边请。,,sent
2053,this week,这个星期,هذا الأسبوع,np
2054,thousand,一千,ألف,num
2055,three,三,ثلاثة,num
2056,throat,喉咙。,حلق,np
2057,through,通过,,np
2058,Thursday,星期四,يوم الخميس,np
2059,Tianjin,天津,تيانجين,np
2060,ticket confirm,机票确认,,np
2061,ticket office,售票处,,np
2062,Tijuana,蒂华纳,تيخوانا,np
2063,to,前往城市,,np
2064,To *.,去*。,إلى *.,vp
2065,to board a plane,上飞机,,np
2066,to face the wind,迎风,,np
2067,to fly with the wind,顺风,,np
2068,to get off a plane,下飞机,,np
2069,to lose height,降低,,np
2070,toast,吐司,خبز محمص,np
2071,today,今天,اليوم,np
2072,toes,脚指。,أصابع القدم,np
2073,Togo,多哥,ليذهب,np
2074,toilet,厕所,حمام,np
2075,Tokyo,东京,طوكيو,np
2076,toll free,免费通行,,np
2077,tomato juice,番茄汁,,np
2078,tomorrow,明天,غداً,np
2079,Tonga,汤加,تونغا,np
2080,tonic water,通宁水,مياه مقوية,np
2081,toothbrush,牙刷,فرشاة أسنان,np
2082,toothpaste,牙膏,معجون أسنان,np
2083,toothpick,牙签,,np
2084,toothpick tuble,牙签筒,,np
2085,top speed,最高速度,,np
2086,Toronto,多伦多,تورونتو,np
2087,Toulouse,图卢兹,تولوز,np
2088,Towards the *.,靠近*,نحو ال*.,vp
2089,train station,火车站,محطة القطار,np
2090,transfer passengers,中转旅客,,np
2091,transfers,中转,,np
2092,transit,过境,,np
2093,Transit Passenger.,过境旅客。,,sent
2094,travel agency,旅行社,,np
2095,tray,托盘,,np
2096,trident,三叉戟,,np
2097,trillion,一兆,تريليون,num
2098,Trinidad & Tobago,特立尼达和多巴哥,ترينيداد وتوباجو,np
2099,Tripoli,硅藻土,طرابلس,np
2100,Trolley.,行李手推车。,,sent
2101,Try to be there by * and the airport will be crowed.,尽量*到那吧，机场人会很多的。,,vp
2102,Tuesday,星期二,يوم الثلاثاء,np
2103,Tunisia,突尼斯,تونس,np
2104,tupolev,图波列夫,,np
2105,turbulence,飞机颠簸,,np
2106,Turkey,火鸡,ديك رومي,np
2107,Turkmenistan,土库曼斯坦,تركمانستان,np
2108,Turn around please.,请转身。,,sent
2109,Turn Handle.,旋转手柄。,,sent
2110,Turn left.,左拐。,در إلى يسار.,sent
2111,Turn right.,右拐。,در إلى يمين.,sent
2112,Tuvalu,图瓦卢,توفالو,np
2113,TV,电视,‏تلفاز,np
2114,twenty thousand,二万,عشرون الف,num
2115,twin,双胞胎的,,np
2116,two,二,إثنان,num
2117,two hundred,二百,مئتين,num
2118,two thousand,二千,ألفين,num
2119,Two Way Traffic Hotel Parking.,旅馆双向停车场。,,sent
2120,u turn ok,可以U形转弯,,np
2121,U-turn.,掉头。,منعطف.,sent
2122,Uganda,乌干达,أوغندا,np
2123,Ukraine,乌克兰,أوكرانيا,np
2124,umbrella,雨伞,مظلة,np
2125,unbutton your coat,解开外衣扣子,,np
2126,uncle,叔父,,np
2127,undergraduate,大学肆业生,,np
2128,United Arab Emirates,阿联酋,الإمارات العربية المتحدة,np
2129,United Kingdom,英国,المملكة المتحدة,np
2130,United States,美国,الولايات المتحدة الامريكانية,np
2131,Unplug It.,拔去电源插头。,,sent
2132,upstairs,由此上楼,,np
2133,Uruguay,乌拉圭,أوروغواي,np
2134,Use Door Viewer To Identify Callers Prior To Opening Door.,开门前通过猫洞鉴别叫门人身份。,,sent
2135,Uzbekistan,乌兹别克斯坦,أوزبكستان,np
2136,vacant,无人,,np
2137,Valencia,瓦伦西亚,فالنسيا,np
2138,Vancouver,温哥华,فانكوفر,np
2139,vanilla bean latte,拿铁香草,,np
2140,vanilla cappuccino,香草卡布奇诺,,np
2141,Vanuatu,瓦努阿图,فانواتو,np
2142,vase,花瓶,,np
2143,Vatican City,梵蒂冈城,مدينة الفاتيكان,np
2144,vegetables,蔬菜,خضروات,np
2145,Venezuela,委内瑞拉,فنزويلا,np
2146,Venice,威尼斯,مدينة البندقية,np
2147,Victoria,维多利亚,فيكتوريا,np
2148,Vienna,维也纳,فيينا,np
2149,Vietnam,越南,فيتنام,np
2150,vinegar,醋,,np
2151,vip suite,贵宾候机厅,,np
2153,visitors please register,来宾登记,,np
2154,vodka,伏特加,شراب فودكا,np
2155,waist,腰,خصر,np
2156,Wait or stay?,等待还是留下来？,انتظر أو ابقى؟,sent
2157,Wait.,等一下。,انتظر.,sent
2158,Waiter!,服务生！,,sent
2159,Waiter! I have a small problem.,服务生! 我有点问题。,,sent
2160,Waiting And Boarding.,候机和登机。,,sent
2161,waiting hall,候机厅,,np
2163,waiting lounge,候机厅,,np
2165,waiting room,候机厅,,np
2167,"Walk through the security gate, please.",请走过这个安检门。,,sent
2168,Warm Air Hand Drier.,吹风机。,,sent
2169,Warn Children Of The Risk Of Death By Electric Shock.,小心孩童触电死亡。,,sent
2170,Warsaw,华沙,وارسو,np
2171,Watch for the *.,注意*,احذر ال*.,vp
2172,water,水,ماء,np
2173,water glass,水杯,,np
2174,we,我们,نحن,np
2175,We also serve sandwiches and cakes.,我们还供应三明治和蛋糕。,,sent
2176,We Are Committed To Doing What It Takes To Make Your Stay As Comfortable As Possible.,为了让您尽可能舒适我们愿意付出一切。,,sent
2177,We are not responsible for items left over * days.,遗忘物品超过*天我们概不负责。,,vp
2178,We came here before they did. How come they were served first?,我们比他们先到，怎么他们先得到服务?,,sent
2179,We can have another toast for that. Cheers!,为了这个我们再次祝酒，干杯！,,sent
2180,"We could check it in for you ,or you could have it deposited temporarily at our place for up to one month.",您可以办理托运或在我们这儿办理暂存，我们可以替您保留一个月。,,sent
2181,We could grab a quick bite.,我们快找点吃的吧。,,sent
2182,We have a clearance sale today.,我们今天清仓大处理。,,sent
2183,We have a nonstop flight leaving at *.,*点半我们有一个直达航班。,,vp
2184,"We have a selection of orange, apple, grape and lemonade.",我们有橙汁、苹果汁、葡萄汁和柠檬汁。,,sent
2185,We have a table for you now.,现在有桌子了。,,sent
2186,We have enough time to transfer the flight.,我们有足够的时间转飞机。,,sent
2187,We have free samples now.,我们现在有免费试吃。,,sent
2188,"We have single rooms, double rooms, suites and luxury suites, etc.",我们有单人房，双人房，套房和豪华套房等等。,,sent
2189,We have two flights at * and *.,我们有两次航班，*和*的。,,vp
2190,We hope you enjoyed your flight.,我们希望你们满意这次的飞行。,,sent
2191,We hope you understand.,希望您能谅解。,,sent
2192,We lazed the whole afternoon away at a cafe.,我们在一家咖啡馆消磨了整个下午。,,sent
2193,We look forward to seeing you on *.,我们盼望下*见到您。,,vp
2194,We might have cancellations. Could you call us again closer to the date?,或许有人会取消预约，请您接近哪个日期时再打电话好吗?,,sent
2195,We need a table for *.,我们要一张*人桌。,,vp
2196,We need more milk,我们需要买点牛奶,,sent
2197,We need to buy some soya sauce. Which aisle is the soya sauce in?,我们想买一些酱油，酱油在哪一个通道?,,sent
2198,We Promise To Make It Right Or You Won't Pay For That Part Of Your Stay.,我们承诺将立即整改，否则您可以拒绝支付相关服务的费用。,,sent
2199,We took a trip to the supermarket.,我们去超市转转。,,sent
2200,We truly regret the delay. Thank you for your cooperation and patience.,我们对此深表谦意，并感谢您的配合与耐心。,,sent
2201,We were expecting you.,我们正恭候着您呢。,,sent
2202,We will be landing at * airport.,我们即将降落在*机场。,,vp
2203,We will have to be confiscated.,我们必须没收。,,sent
2204,We will inform you of the new departure time as soon as possible. Thank you.,我们将尽快通知您的新班机的起飞时候，谢谢。,,sent
2205,We'd like to sit together.,我们想坐在一起。,,sent
2206,We'd love a table for *.,我们想要张*人桌。,,vp
2207,We'll be leaving on *.,我们*离开。,,vp
2208,"We'll check you by hand, what do you think?",我们用手检，你看如何?,,sent
2209,We'll have the room ready for you.,我们会为您准备好房间。,,sent
2210,We're fully booked.,我们都订满了。,,sent
2211,We're very sorry for the delay.,我们很抱歉延误了这么长时间。,,sent
2212,We've been waiting for an hour.,我们已经等了一个小时了。,,sent
2213,Wednesday,星期三,يوم الأربعاء,np
2214,weight,体重,,np
2215,welcome aboard,欢迎登机,,np
2217,Welcome to our restaurant.,欢迎光临我们饭店。,,sent
2218,well,好 ,حسنا,adj
2219,well-educated,受过良好教育的,,np
2220,"Well, I'll have a cup of coffee.",好吧，我要一杯咖啡。,,sent
2221,"Well, I've got them.",好的，我记下了。,,sent
2222,Wellington,惠灵顿,ولينغتون,np
2223,west,西,غرب,adv
2224,West Box,西厢,,sent
2225,West Wing,西楼,,sent
2226,wet paint,油漆未干,,np
2227,"What about something else, coffee,tea, juice, coke or beer?",其他的怎么样，咖啡、茶、果汁、可乐、或啤酒?,,sent
2228,What are you looking for?,您在找什么呢?,,sent
2229,What are you studying?,你学的是什么?,,sent
2230,What class?,要什么舱位?,,sent
2231,"What coffee would you like,black coffee or white coffee?",你喜欢什么咖啡，黑咖啡还是牛奶咖啡？,,sent
2232,What date will you check in?,你们那天入住?,,sent
2233,"What date, please?",请问订哪一天?,,sent
2234,What do you do for a living?,你做什么工作?,,sent
2235,What do you do there?,你在那里从事什么工作?,,sent
2236,What do you do?,你做什么工作?,,sent
2237,What do you have to drink?,你们这里有什么喝的?,,sent
2238,What do you want exactly?,你到底想买些什么?,,sent
2239,What does it look like?,它是什么样子的?,,sent
2240,What flavor do you like?,你喜欢什么口味?,,sent
2241,What is *?,*是什么？,ما *؟,vp
2242,What is the boarding time?,什么时候登机呢?,,sent
2243,What is the exchange rate?,汇率多少？,ما هو سعر العملة؟,sent
2244,"What is the fare, please?",请问票价是多少?,,sent
2245,What is this called?,这叫什么？,ماذا يدعى هذا؟,sent
2246,What is this?,这是什么？,ما هذا؟,sent
2247,What is your name?,你叫什么名字？,ما اسمك؟,sent
2248,What is your nationality?,你的国籍是哪儿?,,sent
2249,What kind of coffee do you have?,你们这儿有什么咖啡?,,sent
2250,What kind of drinks you got?,你们有什么饮料?,,sent
2251,What kind of room would you like?,你喜欢订哪类房间?,,sent
2252,What kind of seats do you want?,你需要什么样的座位?,,sent
2253,"What kind of tickets do you want, first class or economy?",你要什么类型的票，头等舱还是经济舱?,,sent
2254,What kind of work do you do?,你从事哪类工作?,,sent
2255,What kinds do you have?,你们都有什么果汁?,,sent
2256,What should I do about it?,我该怎么做呢?,,sent
2257,What sort of job do you do at *?,你在*担任什么职务?,,vp
2258,What time do I have to be at the airport?,我什么时候到机场?,,sent
2259,What time do you close?,你们几点开始关门?,,sent
2260,What time do you open?,你们几点开始营业?,,sent
2261,What time do you start check-in?,你们何时开始办理登机手续？,,sent
2262,What time does the inflight movie start?,机上电影什么时候开始播放?,,sent
2263,What time does the plane take off?,飞机何时起飞呢?,,sent
2264,What time is *?,*是什么时候？,ما هو توقيت *؟,vp
2265,What time is it?,现在几点？,كم الساعة؟,sent
2266,What time should I check in?,我应该什么时间办理登机手续呢?,,sent
2267,What time will this bus arrive?,公车什么时候到？,متى ستصل هذه الحافلة؟,vp
