	en	cn	ar	pos
55	What kind of seats do you want?	你需要什么样的座位?		sent
30	What kind of tickets do you want, first class or economy?	你要什么类型的票，头等舱还是经济舱?		sent
915	What kind of work do you do?	你从事哪类工作?		sent
345	What kinds do you have?	你们都有什么果汁?		sent
389	What should I do about it?	我该怎么做呢?		sent
910	What sort of job do you do at *?	你在ABC公司担任什么职务?		sent
74	What time do I have to be at the airport?	我什么时候到机场?		sent
1005	What time do you close?	你们几点开始关门?		sent
1004	What time do you open?	你们几点开始营业?		sent
104	What time do you start check-in	？你们何时开始办理登机手续？		sent
315	What time does the inflight movie start?	机上电影什么时候开始播放?		sent
11	What time does the plane take off?	飞机何时起飞呢?		sent
449	What time is *?	*是什么时候？	ما هو توقيت *؟	sent
450	What time is it?	现在几点？	كم الساعة؟	sent
76	What time should I check in?	我应该什么时间办理登机手续呢?		sent
451	What time will this bus arrive?	公车什么时候到？	متى ستصل هذه الحافلة؟	vp
452	What time will this train arrive?	火车什么时候到？	متى سيصل هذا القطار؟	sent
792	What was the date of the reservation?	保留的日期是什么呢?		sent
609	What was your order?	您点的是什么?		sent
337	What would you like to drink?	你喝点什么?		sent
323	What would you like to have for dinner?	你晚餐吃什么?		sent
516	What would you like?	你喜欢什么？	ماذا تحب؟	sent
324	What would you suggest?	你推荐什么?		sent
123	What's the baggage allowance?	行李限重是多少?		sent
37	What's the fare for an economy class ticket?	经济舱的票价是多少?		sent
38	What's the fare to * for the economy class?	去纽约的经济舱机票多少钱?		sent
132	What's the gate number?	在几号门?		sent
735	What's the price?	房间的价格是多少?		sent
738	What's the rate for a standard room?	标准房间多少钱?		sent
736	What's the rate, please?	请问房费是多少?		sent
370	What's wrong with you?	你怎么了?		sent
199	What's your flight number?	你的班机号是什么?		sent
918	What's your job?	你的工作是什么?		sent
745	What's your name, please?	请问您的名字?		sent
939	What's your name, please?	请问你叫什么名字?		sent
921	What's your telephone number?	你的电话号码是多少?		sent
453	What?	什么？	ماذا؟	sent
879	When You Talk, We Listen.	我们随时倾听您的意见。		sent
75	When am I supposed to check in?	我应该什么时候检票呢?		sent
6	When are you leaving?	您何时出发?		sent
105	When can I start to check in?	我什么时候开始办理登机手续?		sent
362	When can I use my electronic devices?	我什么时候才能使用电子设备?		sent
454	When do I have to check out?	何时要退房？	متى يجب علي تسجيل الخروج؟	sent
321	When do you start to serve dinner?	请问晚餐几点开始供应?		sent
455	When does the bus for * leave?	去*的公车什么时候离开？	متى تنطلق الحافلة المتجه إلى*؟	vp
709	When does the coffee shop close?	咖啡店什么时候打烊呢？		sent
456	When does the train for * leave?	去*的火车什么时候离开？	متى ينطلق القطار المتجه إلى*؟	vp
364	When does your flight land?	飞机什么时候着陆?		sent
457	When is closing time?	几点关门？	ما هو توقيت الإغلاق؟	sent
458	When is opening time?	几点开门？	ما هو توقيت الافتتاح؟	sent
221	When is the boarding time?	什么时候登机呢?		sent
365	When is the plane due?	飞机什么时候着陆?		sent
71	When shall I come to pick up the ticket?	我什么时候来取票?		sent
403	When will the connecting flight take off?	衔接的航班什么时候起飞?		sent
459	When?	什么时候？	متى؟	sent
570	Where are our dishes?	我们的菜在那儿呢?(我们的才怎么还没来呀?)		sent
969	Where are the dairy products?	乳制品在哪儿?		sent
956	Where are the shopping baskets?	购物篮在哪里?		sent
460	Where are you from?	你从哪里来的？	من أين أنت؟	sent
461	Where are you taking me?	你带我去哪里？	إلى أين أنت آخذني؟	sent
462	Where can I find *?	哪里有*?	أين يمكنني أن أجد؟	vp
416	Where can I find a baggage trolley?	哪里有行李推车。		sent
968	Where can I find the diary products?	乳制品在哪儿?		sent
429	Where can I get a baggage trolley?	我在哪儿能得到行李车?		sent
463	Where can I get a traveler's check changed?	我在哪里可以兑换这个旅行支票？	أين يمكنني أن أصرّف شيك سياحي؟	sent
464	Where can I get money changed?	我要在哪里换钱？	أين يمكنني أن أصرّف بعض المال؟	sent
305	Where can I put my baggage?	我的行李放哪儿呢?		sent
131	Where do I board the plane?	我在哪儿登机?		sent
397	Where do I go to catch my connecting flight?	我要去哪里赶衔接的航班?		sent
73	Where do I pick up the ticket?	我去什么地方拿机票?		sent
465	Where do we get tickets?	哪里买车票？	أين يمكننا أن نحصل على تذاكر؟	sent
914	Where do you work?	你在哪里工作?		sent
466	Where does it hurt?	哪里痛？	أين يؤلمك؟	sent
467	Where does this bus go?	这辆巴士去哪里？	أين تذهب هذه الحافلة؟	sent
468	Where does this train go?	这列火车去哪里？	أين يذهب هذا القطار؟	sent
469	Where is an ATM?	提款机在哪里？	أين توجد آلة الصرف الآلي؟	sent
470	Where is it on the map?	在地图上的哪里？	أين تقع على الخريطة؟	sent
283	Where is my seat?	我的座位在哪儿?		sent
284	Where is seat *A? *	A号座位在哪儿?		vp
402	Where is the * Airlines transfer desk?	华航的转机柜台在哪里?		sent
471	Where is the *?	*在哪里？	أين ال*؟	vp
412	Where is the baggage claim area?	行李领取处在哪儿?		sent
472	Where is the bathroom?	洗手间在哪里？	أين الحمام؟	sent
216	Where is the boarding gate for this flight?	这班飞机的登机口在哪儿?		sent
473	Where is the bus to *?	到*的巴士在哪？	أين الحافلة المتجهة إلى *؟	vp
95	Where is the check-in counter for * Airlines?	请问中国国际航空公司办理登机手续的柜台在哪里?		sent
975	Where is the fruit and vegetable section?	水果蔬菜区在哪里?		sent
217	Where is the gate?	登机口在哪儿?		sent
320	Where is the lavatory?	请问洗手间在哪里?		sent
474	Where is the toilet?	厕所在哪里？	أين الحمام؟	sent
475	Where is the train to *?	到*的火车在哪？	أن القطار المتجه إلى *؟	vp
401	Where is the transfer desk?	转机柜台在哪儿?		sent
440	Where would you like to go for dinner?	你想在哪儿吃饭呢?		sent
487	Where would you prefer to sit?	你喜欢坐在哪里?		sent
967	Where's the meat counter?	肉柜台在哪里?		sent
476	Where?	哪里？	اين؟	sent
971	Which aisle are the canned goods at?	罐头产品在哪条通道?		sent
413	Which carousel is for flight * *? *	*的行李提取处在哪里?		vp
720	Which date would you that be?	要订在哪个日期?		sent
477	Which direction?	哪个方向？	بأي اتجاه؟	sent
316	Which is the movie channel?	哪个是电影频道?		sent
444	Which restaurant do you recommend?	你推荐哪家餐厅呢?		sent
478	Which station are we at?	我们在哪一站？	نحن في أي محطة؟	sent
326	Which would you like for dinner, beef, chicken or fish?	晚餐想吃牛肉、鸡肉还是鱼?		sent
29	Which would you prefer, first class or economy?	你喜欢哪种，头等舱还是经济舱?		sent
852	Whirlpool	热水漩涡池		sent
482	Who?	谁？	من؟	sent
668	Why do you like coffee shop?	你为什么喜欢咖啡店?		sent
387	Why does this happen to me when I am on the plane? I feel bad.	为什么在飞机上会有这种感觉? 我感觉很难受。		sent
663	Why don't you wrap his steak up?	你为什么不打包他的牛排?		sent
592	Why is it taking so long for the food to arrive?	为什么上餐要这么久?		sent
591	Why is it taking so long?	为什么会这么久?		sent
483	Why?	为什么？	لماذا؟	sent
875	Wifi Is Available In Public Area In The Hotel.	在酒店的公共场所可以登陆无线英特网。		sent
780	Will there be any change in your room type? Your reservation is for a twin room.	您需要变化你的房间类型吗？你预定的是一间双人床的。		sent
42	Will this be a one-way trip?	您要单程票吗?		sent
512	Will this table be all right?	这张桌行吗?		sent
51	Will you give me some discount on tickets?	机票能给我折扣吗?		sent
152	Will you please put your suitcase and that box on the belt?	请把你的手提箱和那个盒子放在传送带上好吗?		sent
885	Windsor	温莎	ويندسور	np
849	Winnipeg	温尼伯	وينيبيغ	np
299	Would it be possible for us to trade seats?	我们可以交换座位吗?		sent
341	Would you like a cup of tea or coffee?	要茶还是咖啡呢?		sent
536	Would you like a high chair for your baby?	您想要一个高脚椅给婴儿吗?		sent
537	Would you like me to bring a baby chair?	您需要我拿个婴儿椅吗?		sent
685	Would you like some cream in your coffee?	你的咖啡要加点奶油吗?		sent
677	Would you like some tea or coffee?	喝茶还是喝咖啡？		sent
488	Would you like the smoking or non-smoking section?	您喜欢吸烟区还是非吸烟区?		sent
582	Would you mind hurrying?	你们能快点吗?		sent
500	Would you mind waiting until one is free?	您介意等一下空出桌子吗?		sent
554	Would you please bring me a knife and fork?	能给我拿副刀叉吗?		sent
109	Would you please help me to get my boarding pass?	可以帮我换登机牌吗?		sent
3	Would you please make my reservation to * for tomorrow?	请帮我预订明天去芝加哥的机票好吗?		sent
583	Would you please serve a little quicker?	能上菜快点吗?		sent
229	Would you please show me your ticket and boarding pass?	请出示一下你的机票和登机牌好吗?		sent
64	Would you please tell me your name, telephone and ID number?	能告诉我你的名字、手机号和身份证号码吗?		sent
56	Would you prefer a window seat or an aisle seat?	你想要一个靠窗的位子，还是靠过道的?		sent
534	Would you prefer sitting inside or outside?	您比较喜欢做里面还是外面?		sent
501	Would you take a seat over there and I will call you when a table is free?	您能在那边的座位上等一下，当有空桌时我会通知您好吗?		sent
662	Wrap the steak up for him, so he'll take it with.	打包这份牛排，他要带走。		sent
753	Wuhan	武汉	ووهان	np
764	Yangon	仰光	يانجون	np
512	Yeah.	是的。	نعم.	vp
714	Yemen	也门	اليمن	np
212	Yes, I'll check to see if there's any space left.	好，我查查看还有没有剩余位置。		sent
209	Yes, all right. But if I don't get on that flight, would it be possible to change the connecting flight to *?	好吧。可是假如我上不了那架飞机，能换一班转飞迈阿密的班机吗?		sent
92	Yes, for * * * yuan, OK?	有，*号的，*元，可以吗?		vp
746	Yes, it is *.	好的，我是卡尔。		sent
778	Yes, my name is *, and I made a reservation for *BREAK* *th. I'd like to extend it for two more nights until the *th.	是的，我的名字是爱丽丝，我预订了房间从*月*日保留两个晚上，我将延长两个晚上直到*号。		vp
489	Yes, please.	是，谢谢	نعم من فضلك	sent
702	Yes, sir. How can I help you?	来了，先生。有什么需要帮忙的?		sent
207	Yes, there is a flight leaving for * in *, but it's full. I could put you on standby if you wish.	有，有一架班机十分钟内去费城，可是已经满座了。我可以把您列为候补，如果您愿意的话。		sent
17	Yes, there is.	有的。		sent
988	Yes, we do. They're right in front of you.	有的，就在你面前。		sent
490	Yes.	是	نعم.	sent
24	Yes. Direct to *.	是的，这是直飞巴黎的飞机。		sent
394	You are welcome. Please press the button when you need any help.	不客气。如果需要什么帮助，请按按钮。		sent
359	You can also turn down the air-conditioner.	你还可以调小空调。		sent
124	You can either take out something or pay the excess baggage charge.	您可以把一些东西拿出来，或者付行李超重费。		sent
399	You can go to the flight connection counter.	您可以去转机柜台。		sent
307	You can place the baggage under the seat in front of you.	您可以将行李放在前面的座位下面。		sent
671	You can surf the Internet while enjoying your coffee.	你在品尝咖啡的时候可以浏览网络。		sent
386	You can take some airsick pills.	您可以吃点晕机药。		sent
189	You can take your baggage now.	您可以拿行李了。		sent
177	You can't have any liquid with you.	您不能携带任何液体。		sent
180	You can't take it with you into the aircraft.	您不能把它带上飞机。		sent
114	You have a lot of baggage.	您有好多行李。		sent
653	You have a problem with your attitude.	你的态度有问题。		sent
77	You have to be there * hours before departure time.	你要在飞机起飞前两个小时到达那里。		sent
82	You have to be there half an hour before departure time.	你应该在飞机起飞之前半个小时到那。		sent
932	You look familiar.	你看起来很眼熟。		sent
933	You look like one of my friends.	你看起来像我的一个朋友。		sent
934	You look like someone I know.	你看起来像我认识的一个人。		sent
100	You may check in at the self-service kiosk area in zones *	你可以在G和H区自助服务亭办理登机手续。		sent
325	You may choose from the fish and beef.	你可以选择鱼或者是牛肉。		sent
390	You may feel much better if you chew some gum or peanuts.	如果嚼点口香糖或花生会感觉舒服些。		sent
190	You may go now. Please take your things	.你可以走了，带好你的东西。		sent
540	You may look at the menu first and decide what you like to have.	请先看看菜单再决定点什么菜。		sent
431	You must be tired after such a long flight.	经过长途飞行后你一定累了。		sent
28	You need to transfer at *.	你需要在东京转机。		sent
989	You should have a sign. That way people could identify which are organic and which aren't.	你们应该要有标识，让顾客知道哪些是有机蔬菜，那些不是。		sent
134	You'll be boarding at Gate *	请将在*号登机门登机。		vp
81	You'll have to get there by * at the latest. The check-in is half an hour earlier than departure.	最晚*到，因为机场提前半小时检票。		vp
495	You're cheating me.	你在骗我。	أنت تغشني (s), أنتما تغشانني (two), أنتم تغشونني (more than two)	sent
496	You're welcome.	不客气。	على الرحب والسعة	sent
885	Your Comfort Is Our Priority.	您的满意就是我们的宗旨。		sent
122	Your baggage is overweight.	你的行李超重了。		sent
601	Your dishes are ready.	您的菜准备好了。		sent
69	Your flight number is **	您的航班号是BT*。		vp
598	Your food is being cooked. I'm afraid it's too late to cancel it.	你的食物正在做，恐怕取消太晚了。		sent
529	Your hat and scart can be hung here.	您的帽子和围巾可以挂在这儿。		sent
407	Your luggage will be trasferred to your next plane.	您的行李将会转到下一班飞机上。		sent
646	Your meal is on the house.	你的餐点由饭店出钱。		sent
602	Your meal, we're really sorry for the delay.	你的菜，我们真的很抱歉耽搁了。		sent
70	Your seat is confirmed on flight ** leaving at *	您的机位以确定，航班号为BT*，*起飞。		vp
288	Your seat is in the middle of the cabin.	您的座位在客舱的中部。		sent
656	Your staff was rude.	你的工作人员很粗鲁。		sent
68	Your ticket is in order now.	您的机票现在完全办妥了。		sent
857	Zagreb	萨格勒布	زغرب	np
715	Zambia	赞比亚	زامبيا	np
716	Zimbabwe	津巴布韦	زيمبابوي	np
828	Zurich	苏黎世	زيوريخ	np
33	a bottle	一瓶	قارورة	np
34	a glass of wine	一杯酒	كأس من النبيذ	np
35	a pint	一品脱	نصف لتر	np
36	a table for * people	*人的座位	طاولة ل * شخص	np
37	abdomen	腹部	بطن	np
1526	able	有才干的，能干的		np
1517	abroad student	留学生		np
1521	academic year	学年		np
1289	accompanying number	偕行人数		np
1544	achievements	工作成就，业绩		np
1527	active	主动的，活跃的		np
1587	adaptable	适应性强的		np
1604	adapted to	适应于		np
1554	address	地址		np
1144	address while in	前往国家的住址		np
1226	admission free	免费入场		np
1618	adopted daughter	养女		np
1650	adopted son	养子		np
38	after	之后	بعد	adv
39	afternoon	下午	بعد الظهر	np
1489	age	年龄		np
1588	aggressive	有进取心的		np
1266	air route	航线		np
1301	airbus	空中客车		np
40	airconditioner	空调	مكيف هواء	np
1173	airline coach service	航空公司汽车服务处		np
1299	airliner	班机		np
41	airplane	飞机	طائرة	np
1006	airport	机场		np
42	airport	机场	مطار	np
1047	airport fee	机场费		np
1035	airport lounges	机场休息室		np
1092	airport security	机场安检		np
1010	airport terminal	机场候机楼		np
1022	airports shuttle	机场班车		np
1119	airsick	晕机		np
1484	alias	别名		np
1124	altitude	高度		np
1247	aluminum foil	铝箔		np
1528	ambitious	有雄心壮志的		np
1589	amiable	和蔼可亲的		np
1529	amicable	友好的		np
1590	analytical	善于分析的		np
1668	ancestor	祖先		np
519	apple	苹果	تفاحة	np
1530	apprehensive	有理解力的		np
1278	area of customs control	海关监管区		np
1113	armrest	座椅扶手		np
1051	arrivals	进港		np
1391	ashtra	烟盅		np
1015	assistance	问讯处		np
1515	auditor	旁听生（美）		np
1626	aunt	婶母，伯母，舅母，姑母		np
1049	automatic ticket machine	自动售票机		np
1496	autonomous region	自治区		np
47	avenue	大道	سبيل	np
1579	bachelor	学士		np
48	back	背	ظهر	np
1079	baggage	行李		np
1229	baggage claim area	行李领取处		np
1230	baggage tag	行李牌		np
1029	bakery	面包店		np
1428	banana latte	香蕉咖啡拿铁		np
1432	banana mocha	香蕉摩卡咖啡		np
1181	bank	银行		np
1179	bar	酒巴		np
49	bars	酒吧	مشرب	np
1098	basket	篮子，筐		np
50	bathroom	卫生间	‏حمام	np
51	batteries	电池	بطارية	np
52	beans	豆	فول	np
53	bedsheets	床单	ملاءات السرير	np
54	beef	牛肉	لحم بقري	np
55	beer	啤酒	بيرة	np
1451	beer glass	啤酒杯		np
56	before	以前	قبل	adv
1248	belt	带，传送带		np
1073	beware of pickpocket	谨防扒手		np
57	bigger	更大	أكبر	adj
1186	bike parking	自行车存车处		np
23	billion	十亿	مليار‎	num
1490	birthdate	出生日期		np
1551	birthday	生日		np
1553	birthplace	出生地点		np
58	black	黑色	أسود	adj
59	black pepper	黑胡椒	فلفل أسود	np
60	black tea	红茶	شاي أسود	np
1335	blackberry latte	黑莓咖啡拿铁		np
1117	blanket	毛毯		np
1550	bloodtype	血型		np
61	blue	蓝色	أزرق	adj
1320	blue mountain coffee	蓝山咖啡		np
1576	boarder	寄宿生		np
1106	boarding	登机		np
1202	boarding gate	登机口		np
1198	boarding pass	登机牌		np
62	body	身体	الجسم	np
1150	boeing	波音		np
63	boiled water	开水	ماء مغلي	np
1491	born	生于		np
64	bottled water	矿泉水	مياه معبأة	np
1404	brazil coffee	巴西咖啡		np
1409	brazil santos coffee	巴西山度士咖啡		np
1321	brazilian coffee	曼特林咖啡		np
65	bread	面包	خبز	np
1446	bread plate	面包碟		np
66	breakfast	早饭	وجبة افطار	np
1609	brother	兄弟		np
1614	brother-in-law	大伯，小叔，姐夫，妹夫		np
67	brown	褐色	بني	adj
1463	brown sugar	红糖		np
1122	bumpy flight	不平稳的飞行		np
1021	bus	公共汽车		np
68	bus station	公家车站	محطة حافلات	np
1192	business class	商务客舱		np
1182	business hours	营业时间		np
1501	business phone	办公电话		np
69	butter	牛油	زبدة	np
1371	butter	黄油		np
1348	butter knife	牛油刀		np
1360	butter plate	牛油碟		np
70	buttocks	屁股	مؤخرة	np
1028	cafe	咖啡馆		np
71	cafe	咖啡室	مقهى	np
1322	cafe americano	美式咖啡		np
1410	cafe latte	拿铁咖啡		np
1437	cake knife	柄铲		np
1591	candid	正直的		np
1399	cappuccino	意大利泡沫咖啡		np
1256	captain	机长		np
1388	captain orde	点菜本		np
90	car	汽车	سيارة	np
1174	car hire	租车处		np
91	carbonated water	碳酸水	مياه غازية	np
1048	carrier	承运公司		np
1228	carry-on baggage	随身行李		np
92	cash	现金	أوراق مالية	np
1245	cellphone	手机		np
1400	charcoal coffee	碳烧咖啡		np
93	cheap	便宜	رخيص	adj
94	cheaper	比较便宜	أرخص	adj
95	check	支票	شيك	np
1018	check in area	办理登机区		np
1168	check-in	登机手续办理		np
1081	checked baggage	托运的行李		np
96	cheese	奶酪	جبنة	np
1472	cheese powder	芝士粉		np
1339	cherry latte	樱桃咖啡拿铁		np
1343	cherry mocha	樱桃摩卡咖啡		np
97	chest	胸部	صدر	np
1246	chewing gum	口香糖		np
98	chicken	鸡	دجاج	np
1615	child	孩子		np
1077	children and women first	妇女、儿童优先		np
1473	chili sauce	辣椒酱		np
1395	chocolate coffee	巧克力咖啡		np
1097	cigarette	香烟		np
1275	circling	盘旋		np
1555	citizenship	国籍		np
1497	city	市		np
1298	city and state	城市及国家		np
1143	city where visa was issued	签证签发地		np
1295	city where you boarded	登机城市		np
99	cleaner	清洁工	أنظف	np
1291	clerk	办事员		np
100	closed	关闭	مغلق	adj
1185	closed	下班		np
101	club soda	苏打水	صودا	np
1172	coachpick-up point	大轿车乘车点		np
1480	coaste	杯垫		np
1407	coconut coffee	椰香咖啡		np
1431	coconut mocha	椰子摩卡咖啡		np
1306	coffee	咖啡		np
102	coffee	咖啡	قهوة	np
1357	coffee cup	咖啡杯		np
1358	coffee mug	咖啡杯		np
1448	coffee pot	咖啡壶		np
1394	coffee warmer	咖啡炉		np
1095	coin	硬币		np
1405	cointreau coffee	君度咖啡		np
104	cold medicine	感冒药	دواء للزكام	np
1319	colombian coffee	哥伦比亚咖啡		np
1139	commerce	商业人员		np
1076	commit no nuisance	禁止小便		np
1573	commoner	自费生		np
1223	complaint box	意见箱		np
1302	concord	协和		np
1460	condiments	调料		np
1253	confiscated	没收		np
1009	control tower	机场控制台		np
1099	conveyor	输送带		np
1531	cooperative	有合作精神的		np
105	cough	咳嗽	سعال	np
1135	country of citizenship	国籍		np
1288	country of origin	原住地		np
1559	county	县		np
1639	couple	夫妻		np
1584	courses taken	所学课程		np
1646	cousin	堂兄妹，表兄妹		np
1481	cover	菜盖		np
1447	creamer	奶勺		np
108	credit card	信用卡	بطاقة ائتمان	np
1129	currency declaration	货币申报		np
1493	current address	目前住址		np
1523	curriculum	课程		np
1465	curry	咖喱		np
1036	customers lounges	旅客休息室		np
1126	customs	海关		np
1279	customs declaration counter	海关申报台		np
1128	customs declaration form	海关申请表		np
1127	customs service area	海关申报处		np
1654	dad	爸爸		np
1318	dame coffee	贵妇人咖啡		np
1213	danger	危险		np
1045	date	起飞日期		np
1296	date issue	签发日期		np
1285	date of birth	出生日期		np
1552	date of birth	出生日期		np
1616	daughter	女儿		np
1651	daughter-in-law	儿媳		np
1132	day	日		np
1514	day-student	走读生		np
1326	decaffeinated coffee	低因咖啡		np
1518	degree	学位		np
1153	delayed	延误		np
1442	demi-spoon	小咖啡勺		np
1162	departure lounge	候机厅		np
1195	departure time	起飞时间		np
1199	departures	出港		np
110	deposit	押金	وديعة	np
1667	descent	世系，血统		np
1359	desscrt plate	甜品碟		np
1438	dessert for	甜品叉		np
1436	dessert knife	水果刀		np
1350	dessert spoon	甜品勺		np
1142	destination country	前往目的地国		np
1100	detector	探测器，检测器		np
111	diarrhoea	泻肚子/拉肚子	إسهال	np
112	dictionary	词典	قاموس	np
113	diesel	柴油	ديزل‎ سولار‎ جاز	np
1435	dinner for	正餐叉		np
1347	dinner knife	正餐刀		np
1592	diplomatic	老练的，有策略的		np
1120	direct flight	直飞		np
1593	disciplined	守纪律的		np
1277	disembark	下机		np
1444	dish	碟子		np
1498	district	区		np
1567	divorced	离异		np
1068	do not pass	禁止超车		np
1580	doctor	博士		np
1211	dogs not allowed	禁止携犬入内		np
1007	domestic airport	国内机场		np
1053	domestic departure	国内航班出站		np
1187	domestic flight	国内班机		np
1050	domestic flights	国内航班		np
1207	downstairs	由此下楼		np
136	downtown	市中心	وسط البلد	np
1474	drink list	酒水单		np
137	driver's license	驾驶证件	رخصة قيادة	np
1494	duel citizenship	双重国籍		np
138	dumpling	饺子	زلابية	np
1532	dutiful	尽职的		np
1027	duty-free shop	免税店		np
139	ears	耳朵	آذان	np
140	east	东	شرق	adj
1043	economy class	经济舱		np
1571	education	学历		np
1510	educational background	教育程度		np
1511	educational history	学历		np
1581	educational system	学制		np
1597	efficient	有效率的		np
141	eggs	鸡蛋	بيض	np
8	eight	八	ثمانية	num
1642	elder brothe	哥哥		np
1611	elder sister	姐姐		np
1204	emergency exit	安全出口		np
1111	emergency exits	紧急出口		np
1537	energetic	精力充沛的		np
145	entrance	入口	دخول	np
1203	entrance	入口		np
1310	espresso	意大利浓咖啡		np
1341	espresso con panna	浓缩咖啡康保蓝		np
1449	espresso cup	特浓杯		np
1429	espresso macchiato	浓缩咖啡玛奇朵		np
146	evening	晚上	مساء	np
1640	ex-husband	前夫		np
1641	ex-wife	前妻		np
1508	excellent	（身体）极佳		np
1055	exit	出口		np
151	exit	出口	خروج	np
1056	exit to all routes	各通道出口		np
152	expensive	贵	غالي	adj
1536	expressivity	善于表达		np
1574	extern	走读生		np
153	eyes	眼睛	عيون	sent
154	face	脸	وجه	np
1601	faithful	守信的，忠诚的		np
1634	family	家庭		np
1130	family name	姓		np
1506	family status	家庭状况		np
1509	far-sighted	远视		np
1191	fare class	座舱等级		np
1140	farmer	农民		np
1653	father	父亲		np
1657	father-in-law	岳父，公公		np
156	feet	脚	أقدام	np
1666	female	女的		np
1134	female	女		np
157	fever	发烧	حمة	np
18	fifty thousand	五万	خمسون ألف	num
1030	filling station	加油站		np
159	fingers	手指	أصابع	np
1042	first class	头等舱		np
160	first class cabin	头等舱	مقصورة درجة أولى	np
1283	first name	名		np
161	fish	鱼	سمك	np
5	five	五	خمسة	num
13	five hundred	五百	خمس مائة	num
162	fixed-price meal	定价套餐	وجبة ثابتة السعر	np
1102	flammable item	易燃物品		np
1121	flight	飞行		np
1169	flight connections	转机处		np
1189	flight number	班机号码		np
1263	food trolley	送餐车		np
1114	foot rest	坐着的时候放脚的支撑物		np
1074	for use only in case of fire	灭火专用		np
1103	forbidden	被禁止		np
163	forbidden	被禁止	ممنوع	adj
1125	forced landing	迫降		np
1656	foster father	养父		np
1624	foster mother	养母		np
4	four	四	أربعة	num
1088	fragile	易碎		np
1596	frank	直率的，真诚的		np
1325	french coffee	法式滴滤咖啡		np
1433	french vanilla coffee	法国香草咖啡		np
1396	fresh ground coffee	现磨咖啡		np
165	fried rice	炒饭	أرز مقلي	np
514	friend	朋友	صديق	np
1193	from	起点城市		np
166	from	从	من	prt
1417	fruit cappuccino	果味卡布奇诺		np
167	fruits	水果	فاكهة	np
1549	ft	英尺		np
1116	galley	飞机上的厨房		np
1453	garlic	蒜		np
168	gas station	加油站	محطة بنزين	np
1637	generation	代		np
1540	genteel	有教养的		np
1600	gentle	有礼貌的		np
1454	ginge	姜		np
1406	ginger juice coffee	生姜咖啡		np
1064	give way	快车先行		np
169	glasses	眼镜	نظارات	np
170	go	去	ذهب	vp
172	gold	金色	ذهب	adj
1543	good at	擅长于		np
1194	good for passage between	旅行经停地点		np
1512	government-supportedstudent	公费生		np
1572	graduate	毕业生		np
1578	graduate student	研究生		np
1629	grandchildren	孙辈		np
1630	granddaughter	孙女，外孙女		np
1627	grandfather	祖父		np
1660	grandma	奶奶		np
1659	grandmother	祖母		np
1628	grandpa	爷爷		np
1661	grandson	孙子		np
1376	granulated sugar	砂糖		np
1663	great-aunt	叔、伯祖母		np
1664	great-granddaughter	曾孙女，曾外孙女		np
1631	great-grandfather	曾祖父		np
1662	great-grandmother	曾祖母		np
1633	great-grandson	曾孙，曾外孙		np
1632	great-uncle	叔、伯祖父		np
178	green	绿色	أخضر	adj
1367	green onion	葱		np
179	green tea	绿茶	شاي أخضر	np
1164	greeting arriving	迎宾处		np
180	grey	灰色	رمادي	adj
1575	guest student	旁听生		np
181	hair	头发	شعر	np
182	half	半	نصف	adj
183	ham	火腿	خنزير	np
1089	handle with care	小心轻放		np
184	hands	手	أيادي	np
1220	hands off	请勿用手摸		np
1402	hawaiian kona coffee	夏威夷可娜咖啡		np
1331	hazelnut cappuccino	榛子卡布奇诺		np
1340	hazelnut latte	榛子咖啡拿铁		np
185	he	他	هو	np
186	head	头	رئس	np
1569	health	健康状况		np
1507	health condition	健康状况		np
187	heater	暖气	مدفأة	np
1548	height	身高		np
1669	heir	继承人		np
1149	helicopter	直升机		np
1157	heliport	直升飞机场		np
1166	help desk	问讯处		np
1456	herb	香草		np
190	here	这里	هنا	adv
1364	high ball	高杯		np
1502	home phone	住宅电话		np
1383	honey	蜂蜜		np
1455	hot red pepper	辣椒		np
192	hotel	酒店／旅馆	فندق	np
1025	hotel reservation	订旅馆		np
1500	house number	门牌		np
1533	humorous	有幽默		np
11	hundred	一百	مائة	num
22	hundred million	一亿	مائة مليون	num
19	hundred thousand	十万	مائة ألف	num
1607	husband	丈夫		np
1353	ice tongs	冰夹		np
1413	iced banana americano	香蕉冰美式		np
1337	iced blackberry latte	黑莓冰咖啡拿铁		np
1411	iced cafe americano	冰美式咖啡		np
1419	iced cafe latte	冰拿铁咖啡		np
1327	iced cappuccino	冰卡布奇诺		np
1415	iced caramel cappuccino	冰焦糖卡布奇诺		np
1332	iced caramel latte	冰焦糖咖啡拿铁		np
1427	iced cherry latte	樱桃冰咖啡拿铁		np
1434	iced chocolate coffee	巧克力冰咖啡		np
1424	iced coconut latte	椰子冰咖啡拿铁		np
1308	iced coffee	冰咖啡		np
1346	iced coffee float	漂浮冰咖啡		np
1397	iced espresso	浓缩冰咖啡		np
1414	iced french coffee	冰法式滴滤		np
1329	iced fruit cappuccino	果味冰卡布奇诺		np
1345	iced fruit coffee	冰水果咖啡		np
1422	iced fruit latte	冰果味咖啡拿铁		np
1416	iced hazelnut cappuccino	冰榛子卡布奇诺		np
1333	iced hazelnut latte	冰榛子咖啡拿铁		np
1412	iced mango americano	芒果冰美式咖啡		np
1425	iced mango latte	芒果冰咖啡拿铁		np
1403	iced mexican coffee	墨西哥冰咖啡		np
1309	iced mint coffee	冰薄荷咖啡		np
