,en,cn,ar,pos
2074,Turn Handle.,旋转手柄。,أدر المقبض ,sent
2075,Turn left.,左拐。,در إلى يسار.,sent
2076,Turn right.,右拐。,در إلى يمين.,sent
2077,Tuvalu,图瓦卢,توفالو,np
2078,TV,电视,‏تلفاز,np
2079,twenty thousand,二万,عشرون الف,num
2080,twin,双胞胎的,توأم,np
2081,two,二,إثنان,num
2082,two hundred,二百,مئتين,num
2083,two thousand,二千,ألفين,num
2084,Two Way Traffic Hotel Parking.,旅馆双向停车场。,اصطفاف سيارات فندقية ذو حركة مرور ثنائية الاتجاه,sent
2085,u turn ok,可以U形转弯,,np
2086,U-turn.,掉头。,منعطف.,sent
2087,Uganda,乌干达,أوغندا,np
2088,Ukraine,乌克兰,أوكرانيا,np
2089,umbrella,雨伞,مظلة,np
2090,unbutton your coat,解开外衣扣子,فك أزرار معطفك,np
2091,uncle,叔父,عم,np
2092,undergraduate,大学肆业生,لامرحلة الجامعية الأولى,np
2093,United Arab Emirates,阿联酋,الإمارات العربية المتحدة,np
2094,United Kingdom,英国,المملكة المتحدة,np
2095,United States,美国,الولايات المتحدة الامريكانية,np
2096,Unplug It.,拔去电源插头。,افصله,sent
2097,upstairs,由此上楼,الطابق العلوي,np
2098,Uruguay,乌拉圭,أوروغواي,np
2099,Use Door Viewer To Identify Callers Prior To Opening Door.,开门前通过猫洞鉴别叫门人身份。,استخدم عارض الباب للتعرف على المتصل قبل فتح الباب,sent
2100,Uzbekistan,乌兹别克斯坦,أوزبكستان,np
2101,vacant,无人,شاغر,np
2102,Valencia,瓦伦西亚,فالنسيا,np
2103,Vancouver,温哥华,فانكوفر,np
2104,vanilla bean latte,拿铁香草,لاتيه فانيليا,np
2105,vanilla cappuccino,香草卡布奇诺,كابوتشينو الفانيليا,np
2106,Vanuatu,瓦努阿图,فانواتو,np
2107,vase,花瓶,أباجورة,np
2108,Vatican City,梵蒂冈城,مدينة الفاتيكان,np
2109,vegetables,蔬菜,خضروات,np
2110,Venezuela,委内瑞拉,فنزويلا,np
2111,Venice,威尼斯,مدينة البندقية,np
2112,Victoria,维多利亚,فيكتوريا,np
2113,Vienna,维也纳,فيينا,np
2114,Vietnam,越南,فيتنام,np
2115,vinegar,醋,خل,np
2116,vip suite,贵宾候机厅,جناح مميز,np
2117,visitors please register,来宾登记,يرجى من الزوار التسجيل,np
2118,vodka,伏特加,شراب فودكا,np
2119,waist,腰,خصر,np
2120,Wait or stay?,等待还是留下来？,انتظر أو ابقى؟,sent
2121,Wait.,等一下。,انتظر.,sent
2122,Waiter!,服务生！,النادل!,sent
2123,Waiter! I have a small problem.,服务生! 我有点问题。,النادل! عندي مشكلة صغيرة.,sent
2124,Waiting And Boarding.,候机和登机。,الانتظار والصعود,sent
2125,waiting hall,候机厅,قاعة الانتظار,np
2126,waiting lounge,候机厅,ردهة الانتظار,np
2127,waiting room,候机厅,غرفة الانتظار,np
2128,"Walk through the security gate, please.",请走过这个安检门。,اعبر عبر بوابة الأمن، من فضلك.,sent
2129,Warm Air Hand Drier.,吹风机。,مجفف شعر ذو هواء ساخن,sent
2130,Warn Children Of The Risk Of Death By Electric Shock.,小心孩童触电死亡。,حذر الأطفال من خطورة الوفاة نتيجة صدمة كهربائية,sent
2131,Warsaw,华沙,وارسو,np
2132,Watch for the *.,注意*,احذر ال*.,vp
2133,water,水,ماء,np
2134,water glass,水杯,كأس ماء,np
2135,we,我们,نحن,np
2136,We also serve sandwiches and cakes.,我们还供应三明治和蛋糕。,نحن نوفر السندويتشات والكعك أيضاً,sent
2137,We Are Committed To Doing What It Takes To Make Your Stay As Comfortable As Possible.,为了让您尽可能舒适我们愿意付出一切。,نحن ملتزمون بفعل كل ما يمكن لجعل فترة بقائك مريحة قدر الإمكان,sent
2138,We are not responsible for items left over * days.,遗忘物品超过*天我们概不负责。,نحن لسنا مسؤولون عن الأشياء المفقودة لأكثر من * أيام.,vp
2139,We came here before they did. How come they were served first?,我们比他们先到，怎么他们先得到服务?,نحن أتينا هنا قبل ما أتوا هم. كيف خدموهم هم أولاً؟,sent
2140,We can have another toast for that. Cheers!,为了这个我们再次祝酒，干杯！,يمكننا أن نؤدي نخباً آخر لذلك. نخبكم!,sent
2141,"We could check it in for you ,or you could have it deposited temporarily at our place for up to one month.",您可以办理托运或在我们这儿办理暂存，我们可以替您保留一个月。,يمكننا تسجيل دخوله لك، أو يمكنك إيداعه مؤقتاً عندك لمدة تصل إلي شهر.,sent
2142,We could grab a quick bite.,我们快找点吃的吧。, يمكننا أن نأخذ لقمة سريعة.,sent
2143,We have a clearance sale today.,我们今天清仓大处理。,لدينا تخفيضات تصفية اليوم,sent
2144,We have a nonstop flight leaving at *.,*点半我们有一个直达航班。,لدينا رحلة جوية مباشرة تغادر الساعة *.,vp
2145,"We have a selection of orange, apple, grape and lemonade.",我们有橙汁、苹果汁、葡萄汁和柠檬汁。,لدينا مجموعة مختارة من البرتقال، العنب، و الليموناده.,sent
2146,We have a table for you now.,现在有桌子了。,لدينا طاولة لك الآن.,sent
2147,We have enough time to transfer the flight.,我们有足够的时间转飞机。,لدينا وقت كافي لتحويل الرحلة.,sent
2148,We have free samples now.,我们现在有免费试吃。,لدينا عينات مجانية الآن,sent
2149,"We have single rooms, double rooms, suites and luxury suites, etc.",我们有单人房，双人房，套房和豪华套房等等。,لدينا غرف فردية، غرف مزدوجة، أجنحة، وأجنحة فاخرة، إلخ.,sent
2150,We have two flights at * and *.,我们有两次航班，*和*的。,لدينا رحلتان جويتان الساعة * و*.,vp
2151,We hope you enjoyed your flight.,我们希望你们满意这次的飞行。,نتمنى أن تكونوا استمتعتم بالرحلة.,sent
2152,We hope you understand.,希望您能谅解。,نتمنى أن تتفهموا,sent
2153,We lazed the whole afternoon away at a cafe.,我们在一家咖啡馆消磨了整个下午。,لقد قضينا فترة ما بعد الظهيرة في مقهى,sent
2154,We look forward to seeing you on *.,我们盼望下*见到您。,نحن نتطلع إلى رؤيتك في *.,vp
2155,We might have cancellations. Could you call us again closer to the date?,或许有人会取消预约，请您接近哪个日期时再打电话好吗?,قد يكون لدينا إلغائات. هل يمكنك الاتصال بنا أقرب إلى الموعد؟,sent
2156,We need a table for *.,我们要一张*人桌。,نحتاج إلى طاولة ل*.,vp
2157,We need more milk,我们需要买点牛奶,نحتاج إلى المزيد من الحليب,sent
2158,We need to buy some soya sauce. Which aisle is the soya sauce in?,我们想买一些酱油，酱油在哪一个通道?,نحتاج إلى شراء المزيد من صلصة الصويا. في أي ممر توجد صلصة الصويا؟,sent
2159,We Promise To Make It Right Or You Won't Pay For That Part Of Your Stay.,我们承诺将立即整改，否则您可以拒绝支付相关服务的费用。,نحن نتوعد بجعله مناسب لك أو لن تدفع لذلك الجزء من فترة بقائك,sent
2160,We took a trip to the *.,我们去*了。,أخذنا رحلة إلى *.,vp
2161,We truly regret the delay. Thank you for your cooperation and patience.,我们对此深表谦意，并感谢您的配合与耐心。,نحن نادمون بصدق على التأخير. شكراً لتعاونك وصبرك.,sent
2162,We were expecting you.,我们正恭候着您呢。,كنا نتوقع حضورك.,sent
2163,We will be landing at * airport.,我们即将降落在*机场。,نحن سنهبط في مطار *,vp
2164,We will have to be confiscated.,我们必须没收。,سنضطر أن نصادر,sent
2165,We will inform you of the new departure time as soon as possible. Thank you.,我们将尽快通知您的新班机的起飞时候，谢谢。,سنخبركم بموعد الإقلاع الجديد في أقرب وقت ممكن. شكراً لكم.,sent
2166,We'd like to sit together.,我们想坐在一起。,نود أن نجلس معاً.,sent
2167,We'd love a table for *.,我们想要张*人桌。,سنود طاولة ل*.,vp
2168,We'll be leaving on *.,我们*离开。,سنغادر في *.,vp
2169,"We'll check you by hand, what do you think?",我们用手检，你看如何?,سنتأكد منك باليد، ما رأيك؟,sent
2170,We'll have the room ready for you.,我们会为您准备好房间。,سنجعل الغرفة جاهزة لك,sent
2171,We're fully booked.,我们都订满了。,نحن محجوزون بالكامل,sent
2172,We're very sorry for the delay.,我们很抱歉延误了这么长时间。,نحن آسفون جداً بشأن هذا التأجيل,sent
2173,We've been waiting for an hour.,我们已经等了一个小时了。,نحن ننتظر منذ ساعة الآن,sent
2174,Wednesday,星期三,يوم الأربعاء,np
2175,weight,体重,وزن,np
2176,welcome aboard.,欢迎登机,,np
2177,Welcome.,欢迎光临。,أهلا بك.,sent
2178,well,好,حسنا,adj
2179,well-educated,受过良好教育的,جيد التعليم,np
2180,"Well, I'll have a cup of coffee.",好吧，我要一杯咖啡。,حسناًً، سآخذ كوب قهوة.,sent
2181,"Well, I've got them.",好的，我记下了。,حسناً، أنا لدي إياهم.,sent
2182,Wellington,惠灵顿,ولينغتون,np
2183,west,西,غرب,adv
2184,West Wing,西楼,الجناح الغربي,sent
2185,wet paint,油漆未干,طلاء رطب,np
2186,"What about something else, coffee,tea, juice, coke or beer?",其他的怎么样，咖啡、茶、果汁、可乐、或啤酒?,ماذا عن أي شيء آخر، قهوة، شاي، عصير، مشروب غازي، أو بيره؟,sent
2187,What are you looking for?,您在找什么呢?,عن ماذا تبحث؟,sent
2188,What are you studying?,你学的是什么?,ماذا تدرس؟,sent
2189,Which fare class?,哪个票价类？,أي فئة أجرة؟,sent
2190,"What coffee would you like,black coffee or white coffee?",你喜欢什么咖啡，黑咖啡还是牛奶咖啡？,أي قهوة تريد، قهوة سوداء أم بيضاء؟,sent
2191,What date will you check in?,你们那天入住?,أي تاريخ ستسجل الدخول؟,sent
2192,"What date, please?",请问订哪一天?,أي تاريخ، من فضلك؟,sent
2193,What do you do for a living?,你做什么工作?,ماذا تفعل لكسب رزقك؟,sent
2194,What do you do there?,你在那里从事什么工作?,ماذا تفعل هنا؟,sent
2195,What do you do?,你做什么工作?,ماذا تفعل؟,sent
2196,What do you have to drink?,你们这里有什么喝的?,,sent
2197,What do you want exactly?,你到底想买些什么?,,sent
2198,What does it look like?,它是什么样子的?,,sent
2199,What flavor do you like?,你喜欢什么口味?,,sent
2200,What is *?,*是什么？,ما *؟,vp
2201,What is the boarding time?,什么时候登机呢?,,sent
2202,What is the exchange rate?,汇率多少？,ما هو سعر العملة؟,sent
2203,"What is the fare, please?",请问票价是多少?,,sent
2204,What is this called?,这叫什么？,ماذا يدعى هذا؟,sent
2205,What is this?,这是什么？,ما هذا؟,sent
2206,What is your name?,你叫什么名字？,ما اسمك؟,sent
2207,What is your nationality?,你的国籍是哪儿?,,sent
2208,What kind of coffee do you have?,你们这儿有什么咖啡?,,sent
2209,What kind of drinks you got?,你们有什么饮料?,,sent
2210,What kind of room would you like?,你喜欢订哪类房间?,,sent
2211,What kind of seats do you want?,你需要什么样的座位?,,sent
2212,"What kind of tickets do you want, first class or economy?",你要什么类型的票，头等舱还是经济舱?,,sent
2213,What kind of work do you do?,你从事哪类工作?,,sent
2214,What kinds do you have?,你们都有什么果汁?,,sent
2215,What should I do about it?,我该怎么做呢?,,sent
2216,What sort of job do you do at *?,你在*担任什么职务?,,vp
2217,What time do I have to be at the airport?,我什么时候到机场?,,sent
2218,What time do you close?,你们几点开始关门?,,sent
2219,What time do you open?,你们几点开始营业?,,sent
2220,What time do you start check-in?,你们何时开始办理登机手续？,,sent
2221,What time does the inflight movie start?,机上电影什么时候开始播放?,,sent
2222,What time does the plane take off?,飞机何时起飞呢?,,sent
2223,What time is *?,*是什么时候？,ما هو توقيت *؟,vp
2224,What time is it?,现在几点？,كم الساعة؟,sent
2225,What time should I check in?,我应该什么时间办理登机手续呢?,,sent
2226,What time will this bus arrive?,公车什么时候到？,متى ستصل هذه الحافلة؟,vp
2227,What time will this train arrive?,火车什么时候到？,متى سيصل هذا القطار؟,sent
2228,What was the date of the reservation?,保留的日期是什么呢?,,sent
2229,What was your order?,您点的是什么?,,sent
2230,What would you like to drink?,你喝点什么?,,sent
2231,What would you like to have for dinner?,你晚餐吃什么?,,sent
2232,What would you like?,你喜欢什么？,ماذا تحب؟,sent
2233,What would you suggest?,你推荐什么?,,sent
2234,What?,什么？,ماذا؟,sent
2235,What's the baggage allowance?,行李限重是多少?,,sent
2236,What's the fare for an economy class ticket?,经济舱的票价是多少?,,sent
2237,What's the fare to * for the economy class?,去*的经济舱机票多少钱?,,vp
2238,What's the gate number?,在几号门?,,sent
2239,What's the price?,房间的价格是多少?,,sent
2240,What's the rate for a standard room?,标准房间多少钱?,,sent
2241,"What's the rate, please?",请问房费是多少?,,sent
2242,What's up?,干嘛?,,sent
2243,What's wrong with you?,你怎么了?,,sent
2244,What's your flight number?,你的班机号是什么?,,sent
2245,What's your job?,你的工作是什么?,,sent
2246,"What's your name, please?",请问你叫什么名字?,,sent
2247,What's your telephone number?,你的电话号码是多少?,,sent
2248,When am I supposed to check in?,我应该什么时候检票呢?,,sent
2249,When are you leaving?,您何时出发?,,sent
2250,When can I start to check in?,我什么时候开始办理登机手续?,,sent
2251,When can I use my electronic devices?,我什么时候才能使用电子设备?,,sent
2252,When do I have to check out?,何时要退房？,متى يجب علي تسجيل الخروج؟,sent
2253,When do you start to serve dinner?,请问晚餐几点开始供应?,,sent
2254,When does the bus for * leave?,去*的公车什么时候离开？,متى تنطلق الحافلة المتجه إلى*؟,vp
2255,When does the * close?,*什么时候打烊呢？,,vp
2256,When does the train for * leave?,去*的火车什么时候离开？,متى ينطلق القطار المتجه إلى*؟,vp
2257,When does your flight land?,飞机什么时候着陆?,,sent
2258,When is closing time?,几点关门？,ما هو توقيت الإغلاق؟,sent
2259,When is opening time?,几点开门？,ما هو توقيت الافتتاح؟,sent
2260,When is the boarding time?,什么时候登机呢?,,sent
2261,When is the plane due?,飞机什么时候着陆?,,sent
2262,When shall I come to pick up the ticket?,我什么时候来取票?,,sent
2263,When will the connecting flight take off?,衔接的航班什么时候起飞?,,sent
2264,"When You Talk, We Listen.",我们随时倾听您的意见。,,sent
2265,When?,什么时候？,متى؟,sent
2266,Where are our dishes?,我们的菜在那儿呢?,,sent
2267,Where are the dairy products?,乳制品在哪儿?,,sent
2268,Where are the shopping baskets?,购物篮在哪里?,,sent
2269,Where are you from?,你从哪里来的？,من أين أنت؟,sent
2270,Where are you taking me?,你带我去哪里？,إلى أين أنت آخذني؟,sent
2271,Where can I find *?,哪里有*?,أين يمكنني أن أجد؟,vp
2272,Where can I find a baggage trolley?,哪里有行李推车。,,sent
2273,Where can I find the diary products?,乳制品在哪儿?,,sent
2274,Where can I get a baggage trolley?,我在哪儿能得到行李车?,,sent
2275,Where can I get a traveler's check changed?,我在哪里可以兑换这个旅行支票？,أين يمكنني أن أصرّف شيك سياحي؟,sent
2276,Where can I get money changed?,我要在哪里换钱？,أين يمكنني أن أصرّف بعض المال؟,sent
2277,Where can I put my baggage?,我的行李放哪儿呢?,,sent
2278,Where do I board the plane?,我在哪儿登机?,,sent
2279,Where do I go to catch my connecting flight?,我要去哪里赶衔接的航班?,,sent
2280,Where do I pick up the ticket?,我去什么地方拿机票?,,sent
2281,Where do we get tickets?,哪里买车票？,أين يمكننا أن نحصل على تذاكر؟,sent
2282,Where do you work?,你在哪里工作?,,sent
2283,Where does it hurt?,哪里痛？,أين يؤلمك؟,sent
2284,Where does this bus go?,这辆巴士去哪里？,أين تذهب هذه الحافلة؟,sent
2285,Where does this train go?,这列火车去哪里？,أين يذهب هذا القطار؟,sent
2286,Where is an ATM?,提款机在哪里？,أين توجد آلة الصرف الآلي؟,sent
2287,Where is it on the map?,在地图上的哪里？,أين تقع على الخريطة؟,sent
2288,Where is my seat?,我的座位在哪儿?,,sent
2289,Where is seat *?,*号座位在哪儿?,,vp
2290,Where is the * Airlines transfer desk?,*航的转机柜台在哪里?,,vp
2291,Where is the *?,*在哪里？,أين ال*؟,vp
2292,Where is the baggage claim area?,行李领取处在哪儿?,,sent
2293,Where is the bathroom?,洗手间在哪里？,أين الحمام؟,sent
2294,Where is the boarding gate for this flight?,这班飞机的登机口在哪儿?,,sent
2295,Where is the bus to *?,到*的巴士在哪？,أين الحافلة المتجهة إلى *؟,vp
2296,Where is the check-in counter for * Airlines?,请问*航空公司办理登机手续的柜台在哪里?,,vp
2297,Where is the fruit and vegetable section?,水果蔬菜区在哪里?,,sent
2298,Where is the gate?,登机口在哪儿?,,sent
2299,Where is the lavatory?,请问洗手间在哪里?,,sent
2300,Where is the toilet?,厕所在哪里？,أين الحمام؟,sent
2301,Where is the train to *?,到*的火车在哪？,أن القطار المتجه إلى *؟,vp
2302,Where is the transfer desk?,转机柜台在哪儿?,,sent
2303,Where would you like to go for dinner?,你想在哪儿吃饭呢?,,sent
2304,Where would you prefer to sit?,你喜欢坐在哪里?,,sent
2305,Where?,哪里？,اين؟,sent
2306,Where's the * counter?,*柜台在哪里?,أين هو * العداد؟,vp
2307,Which aisle are the canned goods at?,罐头产品在哪条通道?,,sent
2308,Which date would you that be?,要订在哪个日期?,,sent
2309,Which direction?,哪个方向？,بأي اتجاه؟,sent
2310,Which is the movie channel?,哪个是电影频道?,,sent
2311,Which restaurant do you recommend?,你推荐哪家餐厅呢?,,sent
2312,Which station are we at?,我们在哪一站？,نحن في أي محطة؟,sent
2313,"Which would you like for dinner, beef, chicken or fish?",晚餐想吃牛肉、鸡肉还是鱼?,,sent
2314,"Which would you prefer, first class or economy?",你喜欢哪种，头等舱还是经济舱?,,sent
2315,Whirlpool,热水漩涡池,,sent
2316,whiskey,威士忌,شراب الويسكي,np
2317,white,白色,أبيض,adj
2318,white wine,白酒,نبيذ أبيض,np
2319,Who?,谁？,من؟,sent
2320,Why do you like coffee shop?,你为什么喜欢咖啡店?,,sent
2321,Why does this happen to me when I am on the plane? I feel bad.,为什么在飞机上会有这种感觉? 我感觉很难受。,,sent
2322,Why don't you wrap his steak up?,你为什么不打包他的牛排?,,sent
2323,Why is it taking so long for the food to arrive?,为什么上餐要这么久?,,sent
2324,Why is it taking so long?,为什么会这么久?,,sent
2325,Why?,为什么？,لماذا؟,sent
2326,wife,妻子,,np
2327,Wifi Is Available In Public Area In The Hotel.,在酒店的公共场所可以登陆无线英特网。,,sent
2328,Will there be any change in your room type? Your reservation is for a twin room.,您需要变化你的房间类型吗？你预定的是一间双人床的。,,sent
2329,Will this be a one-way trip?,您要单程票吗?,,sent
2330,Will this table be all right?,这张桌行吗?,,sent
2331,Will you give me some discount on tickets?,机票能给我折扣吗?,,sent
2332,Will you please put your suitcase and that box on the belt?,请把你的手提箱和那个盒子放在传送带上好吗?,,sent
2333,Windsor,温莎,ويندسور,np
2334,wineglass,酒杯,,np
2335,Winnipeg,温尼伯,وينيبيغ,np
2336,wipe your shoes and boots,请擦去鞋上的泥土,,np
2337,women,女人,نساء,np
2338,women's bathroom,女厕,,np
2339,work,工作,عمل,np
2340,work experience,工作经历,,np
2341,worker,工人,,np
2342,Would it be possible for us to trade seats?,我们可以交换座位吗?,,sent
2343,Would you like a cup of tea or coffee?,要茶还是咖啡呢?,,sent
2344,Would you like a high chair for your baby?,您想要一个高脚椅给婴儿吗?,,sent
2345,Would you like me to bring a baby chair?,您需要我拿个婴儿椅吗?,,sent
2346,Would you like some cream in your coffee?,你的咖啡要加点奶油吗?,,sent
2347,Would you like some tea or coffee?,喝茶还是喝咖啡？,,sent
2348,Would you like the smoking or non-smoking section?,您喜欢吸烟区还是非吸烟区?,,sent
2349,Would you mind hurrying?,你们能快点吗?,,sent
2350,Would you mind waiting until one is free?,您介意等一下空出桌子吗?,,sent
2351,Would you please bring me a knife and fork?,能给我拿副刀叉吗?,,sent
2352,Would you please help me to get my boarding pass?,可以帮我换登机牌吗?,,sent
2353,Would you please make my reservation to * for tomorrow?,请帮我预订明天去*的机票好吗?,,vp
2354,Would you please serve a little quicker?,能上菜快点吗?,,sent
2355,Would you please show me your ticket and boarding pass?,请出示一下你的机票和登机牌好吗?,,sent
2356,"Would you please tell me your name, telephone and ID number?",能告诉我你的名字、手机号和身份证号码吗?,,sent
2357,Would you prefer a window seat or an aisle seat?,你想要一个靠窗的位子，还是靠过道的?,,sent
2358,Would you prefer sitting inside or outside?,您比较喜欢做里面还是外面?,,sent
2359,Would you take a seat over there and I will call you when a table is free?,您能在那边的座位上等一下，当有空桌时我会通知您好吗?,,sent
2360,"Wrap the steak up for him, so he'll take it with.",打包这份牛排，他要带走。,,sent
2361,wrist,手腕,معصم,np
2362,writing paper,纸,ورق للكتابة,np
2363,Wuhan,武汉,ووهان,np
2364,Yangon,仰光,يانجون,np
2365,Yeah.,是的。,نعم.,vp
2366,year,年,,np
2367,yellow,黄色,أصفر,adj
2368,Yemen,也门,اليمن,np
2369,"Yes, I'll check to see if there's any space left.",好，我查查看还有没有剩余位置。,,sent
2370,"Yes, please.",是，谢谢,نعم من فضلك,sent
2371,"Yes, sir. How can I help you?",来了，先生。有什么需要帮忙的?,,sent
2372,"Yes, there is.",有的。,,sent
2373,"Yes, we do. They're right in front of you.",有的，就在你面前。,,sent
2374,Yes.,是,نعم.,sent
2375,yesterday,昨天,البارحة,np
2376,yield,让路,ينتج,vp
2377,you,你,أنت,np
2378,you (p),你们,أنتم,np
2379,You are welcome. Please press the button when you need any help.,不客气。如果需要什么帮助，请按按钮。,,sent
2380,You can also turn down the air-conditioner.,你还可以调小空调。,,sent
2381,You can either take out something or pay the excess baggage charge.,您可以把一些东西拿出来，或者付行李超重费。,,sent
2382,You can go to the flight connection counter.,您可以去转机柜台。,,sent
2383,You can place the baggage under the seat in front of you.,您可以将行李放在前面的座位下面。,,sent
2384,You can take some airsick pills.,您可以吃点晕机药。,,sent
2385,You can take your baggage now.,您可以拿行李了。,,sent
2386,You can't have any liquid with you.,您不能携带任何液体。,,sent
2387,You can't take it with you into the aircraft.,您不能把它带上飞机。,,sent
2388,You have a lot of baggage.,您有好多行李。,,sent
2389,You have a problem with your attitude.,你的态度有问题。,,sent
2390,You have to be there * hours before departure time.,你要在飞机起飞前两个小时到达那里。,,vp
2391,You have to be there half an hour before departure time.,你应该在飞机起飞之前半个小时到那。,,sent
2392,You look familiar.,你看起来很眼熟。,,sent
2393,You look like one of my friends.,你看起来像我的一个朋友。,,sent
2394,You look like someone I know.,你看起来像我认识的一个人。,,sent
2395,You may check in at the self-service kiosk area in zones *,你可以在G和H区自助服务亭办理登机手续。,,vp
2396,You may choose from the fish and beef.,你可以选择鱼或者是牛肉。,,sent
2397,You may feel much better if you chew some gum or peanuts.,如果嚼点口香糖或花生会感觉舒服些。,,sent
2398,You may go now. Please take your things.,你可以走了，带好你的东西。,,sent
2399,You may look at the menu first and decide what you like to have.,请先看看菜单再决定点什么菜。,,sent
2400,You must be tired after such a long flight.,经过长途飞行后你一定累了。,,sent
2401,You need to transfer at *.,你需要在*转机。,,vp
2402,You should have a sign. That way people could identify which are organic and which aren't.,你们应该要有标识，让顾客知道哪些是有机蔬菜，那些不是。,,sent
2403,You'll be boarding at Gate *,请将在*号登机门登机。,,vp
2404,You'll have to get there by * at the latest.,最晚*到。,,vp
2405,You're cheating me.,你在骗我。,أنت تغشني,sent
2406,You're welcome.,不客气。,على الرحب والسعة,sent
2407,younger brother,弟弟,أخ صغير,np
2408,younger sister,妹妹,أخت صغيرة,np
2409,Your baggage is overweight.,你的行李超重了。,حقيبتك أثقل مما ينبغي.,sent
2410,Your Comfort Is Our Priority.,您的满意就是我们的宗旨。,راحتكم هي أولويتنا.,sent
2411,Your dishes are ready.,您的菜准备好了。,أطباقك جاهزة.,sent
2412,Your flight number is *。,您的航班号是B*。,رقم رحلتك هو *.,vp
2413,Your food is being cooked. I'm afraid it's too late to cancel it.,你的食物正在做，恐怕取消太晚了。,يتم طهي الطعام الخاص بك. أخشى أنه فات الأوان لإلغائه.,sent
2414,Your hat and scart can be hung here.,您的帽子和围巾可以挂在这儿。,يمكن تعليق القبعة والوشاح هنا.,sent
2415,Your luggage will be trasferred to your next plane.,您的行李将会转到下一班飞机上。,سيتم نقل أمتعتك إلى الطائرة القادمة.,sent
2416,Your meal is on the house.,你的餐点由饭店出钱。,سنتكلف ثمن وجبتك.,sent
2417,"Your meal, we're really sorry for the delay.",你的菜，我们真的很抱歉耽搁了。,"تفضل وجبتك, نحن اسفون جدا على التأخير.",sent
2418,Your seat is confirmed on flight number * leaving at *。,您的机位以确定，航班号为*，*起飞。,تم تأكيد مقعدك على الرحلة رقم * المغادرة الساعة *,vp
2419,Your seat is in the middle of the cabin.,您的座位在客舱的中部。,مقعدك في منتصف المقصورة,sent
2420,Your staff was rude.,你的工作人员很粗鲁。,فريق عملك كان وقحا,sent
2421,Your ticket is in order now.,您的机票现在完全办妥了。,تذكرتك مرتبة الآن.,sent
2422,youth hostel,青年旅馆,بيوت الشباب,np
2423,Zagreb,萨格勒布,زغرب,np
2424,Zambia,赞比亚,زامبيا,np
2425,zero,零,صفر,num
2426,Zimbabwe,津巴布韦,زيمبابوي,np
2427,Zurich,苏黎世,زيوريخ,np
2428,* and *,*和*,* و *,conj
2429,Afghan,阿富汗,الأفغاني,adj
2430,after all *,毕竟 *,بعد كل ذلك *,conj
2431,although *,尽管*,برغم من *,conj
2432,American,美国人,أمريكي,adj
2433,Amharic,阿姆哈拉语,الأمهرية,adj
2434,Arab,阿拉伯人,عربي,adj
2435,Arabic,阿拉伯,عربى,adj
2436,Argentinian,阿根廷人,الأرجنتيني,adj
2437,as if *,仿佛*,كما لو *,conj
2438,as soon as *,尽快 *,في أقرب وقت *,conj
2439,Australian,澳大利亚,الأسترالي,adj
2440,because *,因为*,لان *,conj
2441,Bolivian,玻利维亚,بوليفي,adj
2442,Brazilian,巴西人,برازيلي,adj
2443,British,英国的,بريطاني,adj
2444,both,都,على حد سواء,conj
2445,Cambodian,柬埔寨,كمبوديا,adj
2446,Cameroonian,喀麦隆,الكاميروني,adj
2447,Canadian,加拿大,الكندية,adj
2448,Chilean,智利,شيلي,adj
2449,Chinese,中国的,صينى,adj
2450,Chinese language,中文,اللغة الصينية,adj
2451,Colombian,哥伦比亚,كولومبي,adj
2452,Costa Rican,哥斯达黎加,كوستاريكا,adj
2453,Cuban,古巴,الكوبية,adj
2454,Danish,丹麦,دانماركي,adj
2455,Dominican,多明尼加,الدومينيكان,adj
2456,Dutch,荷兰人,هولندي,adj
2457,Ecuadorian,厄瓜多尔,الاكوادوري,adj
2458,Egyptian,埃及人,مصري,adj
2459,either * or *,两者任一 *,إما * او *,conj
2460,English,英语,الإنجليزية,adj
2461,Estonian,爱沙尼亚语,الإستونية,adj
2462,Ethiopian,埃塞俄比亚,حبشي,adj
2463,even if *,即使 *,حتى لو *,conj
2464,Filipino,菲律宾,الفلبينية,adj
2465,finally *,最后*,أخيرا *,conj
2466,Finnish,芬兰,اللغة الفنلندية,adj
2467,for *,为*,إلى عن على *,conj
2468,for example *,例如 *,فمثلا *,conj
2469,French,法国,الفرنسية,adj
2470,furthermore *,此外*,علاوة على ذلك *,conj
2471,German,德语,ألمانية,adj
2472,Ghanaian,加纳的,الغاني,adj
2473,Greek,希腊语,الإغريقي,adj
2474,Guatemalan,危地马拉,غواتيمالا,adj
2475,Haitian,海地,هايتي,adj
2476,Hebrew,希伯来语,اللغة العبرية,adj
2477,Honduran,洪都拉斯,هندوراس,adj
2478,if *,如果*,إذا *,conj
2479,in addition,此外,بالإضافة الى,conj
2480,Indonesian,印度尼西亚,الأندونيسية,adj
2481,instead *,相反*,في حين أن *,conj
2482,Iranian,伊朗的,إيراني,adj
2483,Irish,爱尔兰的,الأيرلندية,adj
2484,Israeli,以色列,إسرائيلي,adj
2485,Italian,意大利的,الإيطالي,adj
2486,Japanese,日本的,اليابانية,adj
2487,Jordanian,约旦人,أردني,adj
2488,Kenyan,肯尼亚,الكيني,adj
2489,Korean,韩国的,الكورية,adj
2490,Laotian,老挝的,اللاوسي,adj
2491,Lebanese,黎巴嫩,لبناني,adj
2492,likewise,同样,بطريقة مماثلة,conj
2493,Lithuanian,立陶宛,اللتوانية,adj
